Id,Label,username,max_buzzer_prob,mean_buzzer_prob,n_tweets,n_buzzer_tweets,content_dup_score_max,temporal_burst_score_max,sna_out_deg_max,sna_in_deg_max,posting_freq_per_hour_max,binary_label_gephi
00w011,00w011,00w011,0.0347413904964923,0.0184591226279735,2,0,0.6597,1.0,2.0,0.0,2.0,Non-Buzzer
01nm2_,01nm2_,01nm2_,0.7786880135536194,0.7786880135536194,1,0,0.771,1.0,0.0,0.0,1.0,Non-Buzzer
0p_py,0p_py,0p_py,0.1534432768821716,0.1053590178489685,2,0,1.0,0.5,0.0,0.0,1.0,Non-Buzzer
0xfrsmln,0xfrsmln,0xfrsmln,0.0043644928373396,0.0043644928373396,1,0,0.3849,1.0,1.0,0.0,1.0,Non-Buzzer
101107mma,101107mma,101107mma,0.002624369924888,0.002624369924888,1,0,0.2627,1.0,1.0,0.0,1.0,Non-Buzzer
13_zae,13_zae,13_zae,0.0052528232336044,0.0052528232336044,1,0,0.3214,1.0,0.0,0.0,1.0,Non-Buzzer
15sketsa,15sketsa,15sketsa,0.696821391582489,0.696821391582489,1,0,0.8293,1.0,0.0,0.0,1.0,Non-Buzzer
1RONiC_,1RONiC_,1RONiC_,0.0202856939285993,0.0202856939285993,1,0,0.2817,1.0,1.0,0.0,1.0,Non-Buzzer
1ladytypeofguy,1ladytypeofguy,1ladytypeofguy,0.0015169574180617,0.0015169574180617,1,0,0.3641,1.0,0.0,0.0,1.0,Non-Buzzer
1q5_nungha,1q5_nungha,1q5_nungha,0.0021723702084273,0.0021723702084273,1,0,0.4337,1.0,1.0,0.0,1.0,Non-Buzzer
3000inuniverse,3000inuniverse,3000inuniverse,0.0204718522727489,0.0204718522727489,1,0,0.5555,1.0,0.0,0.0,1.0,Non-Buzzer
386_hana,386_hana,386_hana,0.0011792313307523,0.0011792313307523,1,0,0.4726,1.0,0.0,0.0,1.0,Non-Buzzer
4wallsnet,4wallsnet,4wallsnet,0.0008138232515193,0.0008138232515193,1,0,0.3351,1.0,0.0,0.0,1.0,Non-Buzzer
5adnile8,5adnile8,5adnile8,0.2696665227413177,0.1383537501096725,2,0,0.6108,0.5,2.0,1.0,1.0,Non-Buzzer
8120_DAF,8120_DAF,8120_DAF,0.0176367796957492,0.0176367796957492,1,0,0.6978,1.0,0.0,0.0,1.0,Non-Buzzer
8issleekest,8issleekest,8issleekest,0.0015579521423205,0.0015579521423205,1,0,0.378,1.0,1.0,0.0,1.0,Non-Buzzer
8isul,8isul,8isul,0.0023138422984629,0.0023138422984629,1,0,0.351,1.0,0.0,0.0,1.0,Non-Buzzer
99propaganda,99propaganda,99propaganda,0.8787309527397156,0.8787309527397156,1,1,0.3804,1.0,0.0,0.0,1.0,Buzzer
A11Kiky,A11Kiky,A11Kiky,0.002525883493945,0.002525883493945,1,0,0.3713,1.0,0.0,0.0,1.0,Non-Buzzer
AHROOMEE,AHROOMEE,AHROOMEE,0.0512572638690471,0.0346305109560489,3,0,0.3898,1.0,0.0,0.0,3.0,Non-Buzzer
ALZgamin,ALZgamin,ALZgamin,0.00095596635947,0.00095596635947,1,0,0.359,1.0,0.0,0.0,1.0,Non-Buzzer
AbcDef38782297,AbcDef38782297,AbcDef38782297,0.9970313310623168,0.9970313310623168,1,1,0.5746,1.0,0.0,0.0,1.0,Buzzer
AbyanMakarim,AbyanMakarim,AbyanMakarim,0.0029080552048981,0.0029080552048981,1,0,0.307,1.0,0.0,0.0,1.0,Non-Buzzer
AchmadUmar17,AchmadUmar17,AchmadUmar17,0.0023472479078918,0.0023472479078918,1,0,0.3533,1.0,1.0,0.0,1.0,Non-Buzzer
AdhietyaTh33187,AdhietyaTh33187,AdhietyaTh33187,0.9369701147079468,0.4748617112636566,2,1,0.7368,1.0,0.0,0.0,2.0,Buzzer
Adiety333,Adiety333,Adiety333,0.9988075494766236,0.8341727256774902,6,5,0.6536,0.8333333333333334,5.0,0.0,5.0,Buzzer
AdityaPrasetyo_,AdityaPrasetyo_,AdityaPrasetyo_,0.0012155215954408,0.0012155215954408,1,0,0.7313,1.0,0.0,0.0,1.0,Non-Buzzer
AkuilaOpo,AkuilaOpo,AkuilaOpo,0.0299422070384025,0.0299422070384025,1,0,1.0,1.0,1.0,0.0,1.0,Non-Buzzer
AkunNomerRandom,AkunNomerRandom,AkunNomerRandom,0.0010440587066113,0.0010440587066113,1,0,0.4107,1.0,1.0,0.0,1.0,Non-Buzzer
Al38819917,Al38819917,Al38819917,0.0016762255690991,0.0016082180663943,2,0,0.3118,0.5,2.0,0.0,1.0,Non-Buzzer
AlFD_Fajarid,AlFD_Fajarid,AlFD_Fajarid,0.0357436761260032,0.0357436761260032,1,0,0.4819,1.0,0.0,0.0,1.0,Non-Buzzer
Al_Khuarizmi,Al_Khuarizmi,Al_Khuarizmi,0.0047695217654109,0.0047695217654109,1,0,0.3792,1.0,1.0,0.0,1.0,Non-Buzzer
Albert2844,Albert2844,Albert2844,0.0086543466895818,0.0076350481249392,2,0,1.0,1.0,1.0,0.0,2.0,Non-Buzzer
Alex_Brigz,Alex_Brigz,Alex_Brigz,0.1839533299207687,0.1102753356099128,3,0,0.628,1.0,3.0,1.0,3.0,Non-Buzzer
Alfiatunisah,Alfiatunisah,Alfiatunisah,0.9042736887931824,0.9042736887931824,1,1,0.3762,1.0,0.0,0.0,1.0,Buzzer
AlinGibroez,AlinGibroez,AlinGibroez,0.9979089498519896,0.9858288764953612,6,6,1.0,0.8333333333333334,5.0,0.0,5.0,Buzzer
Alizazaina94321,Alizazaina94321,Alizazaina94321,0.9973331689834596,0.9834144711494446,6,6,0.5851,1.0,5.0,0.0,6.0,Buzzer
Alvaro734877,Alvaro734877,Alvaro734877,0.9966078996658324,0.9861946105957032,4,4,0.8778,1.0,4.0,0.0,4.0,Buzzer
AlxndrieJeremia,AlxndrieJeremia,AlxndrieJeremia,0.0013162662507966,0.0013162662507966,1,0,0.3162,1.0,0.0,0.0,1.0,Non-Buzzer
Andiiian,Andiiian,Andiiian,0.0022608709987252,0.0022608709987252,1,0,0.266,1.0,0.0,0.0,1.0,Non-Buzzer
AndiniPutr79305,AndiniPutr79305,AndiniPutr79305,0.0071272975765168,0.0071272975765168,1,0,0.3866,1.0,0.0,0.0,1.0,Non-Buzzer
Andradeva001,Andradeva001,Andradeva001,0.0293321255594491,0.0293321255594491,1,0,1.0,1.0,1.0,0.0,1.0,Non-Buzzer
AneshMadyantara,AneshMadyantara,AneshMadyantara,0.0145441750064492,0.008003918454051,2,0,0.7955,0.5,1.0,0.0,1.0,Non-Buzzer
Angelina_S_S,Angelina_S_S,Angelina_S_S,0.0021324190311133,0.0021145010832697,2,0,0.4337,0.5,0.0,0.0,1.0,Non-Buzzer
AnimindoNet,AnimindoNet,AnimindoNet,0.2875075340270996,0.1449331939220428,2,0,0.4881,0.5,0.0,0.0,1.0,Non-Buzzer
AoOkami5,AoOkami5,AoOkami5,0.0029551465995609,0.0029551465995609,1,0,0.5225,1.0,1.0,0.0,1.0,Non-Buzzer
Apanjelio,Apanjelio,Apanjelio,0.0123064247891306,0.0123064247891306,1,0,0.4953,1.0,0.0,0.0,1.0,Non-Buzzer
Aprilia_wiji,Aprilia_wiji,Aprilia_wiji,0.0011710050748661,0.0011710050748661,1,0,0.511,1.0,0.0,0.0,1.0,Non-Buzzer
Arachnic_,Arachnic_,Arachnic_,0.0037890034727752,0.0037890034727752,1,0,0.4199,1.0,0.0,0.0,1.0,Non-Buzzer
Arazoors,Arazoors,Arazoors,0.0091143902391195,0.0091143902391195,1,0,0.6389,1.0,1.0,0.0,1.0,Non-Buzzer
AriefPurs,AriefPurs,AriefPurs,0.0015103840269148,0.0015103840269148,1,0,0.2514,1.0,0.0,0.0,1.0,Non-Buzzer
Arii765,Arii765,Arii765,0.0043267253786325,0.0029212525114417,2,0,0.413,0.5,1.0,2.0,1.0,Non-Buzzer
Arkanwoilah,Arkanwoilah,Arkanwoilah,0.0400314591825008,0.0400314591825008,1,0,1.0,1.0,0.0,0.0,1.0,Non-Buzzer
Asep_Shelby,Asep_Shelby,Asep_Shelby,0.0022924991790205,0.0022924991790205,1,0,0.2976,1.0,1.0,0.0,1.0,Non-Buzzer
AsthiSagitta,AsthiSagitta,AsthiSagitta,0.0185364298522472,0.0185364298522472,1,0,0.4491,1.0,0.0,0.0,1.0,Non-Buzzer
AthallahriqMS,AthallahriqMS,AthallahriqMS,0.0025077322497963,0.0025077322497963,1,0,0.6157,1.0,1.0,1.0,1.0,Non-Buzzer
AtsuMaru_o7,AtsuMaru_o7,AtsuMaru_o7,0.0011358524207025,0.0011358524207025,1,0,0.6987,1.0,0.0,0.0,1.0,Non-Buzzer
AudhikaH68309,AudhikaH68309,AudhikaH68309,0.0008459995733574,0.0008459995733574,1,0,0.2657,1.0,0.0,0.0,1.0,Non-Buzzer
AzaelKyoukoCh,AzaelKyoukoCh,AzaelKyoukoCh,0.0041088289581239,0.0041088289581239,1,0,0.4447,1.0,0.0,0.0,1.0,Non-Buzzer
Bagus_Media7,Bagus_Media7,Bagus_Media7,0.9773518443107604,0.5730338096618652,2,1,1.0,1.0,1.0,0.0,2.0,Buzzer
Baliho821,Baliho821,Baliho821,0.8856715559959412,0.8856715559959412,1,1,0.3557,1.0,1.0,0.0,1.0,Buzzer
Bambang65635601,Bambang65635601,Bambang65635601,0.9724962711334229,0.9724962711334229,1,1,0.5986,1.0,0.0,0.0,1.0,Buzzer
Barri_2410,Barri_2410,Barri_2410,0.0136796366423368,0.0136796366423368,1,0,0.4697,1.0,1.0,0.0,1.0,Non-Buzzer
BatasAir,BatasAir,BatasAir,0.0026512583717703,0.0026512583717703,1,0,0.8368,1.0,1.0,0.0,1.0,Non-Buzzer
BauPity70gBalik,BauPity70gBalik,BauPity70gBalik,0.0015328249428421,0.0015328249428421,1,0,0.4137,1.0,0.0,0.0,1.0,Non-Buzzer
Bbiyaku,Bbiyaku,Bbiyaku,0.996589183807373,0.996589183807373,1,1,0.6551,1.0,0.0,0.0,1.0,Buzzer
Beckerzine,Beckerzine,Beckerzine,0.0016318844864144,0.0016318844864144,1,0,0.4041,1.0,1.0,0.0,1.0,Non-Buzzer
BerhakProtes,BerhakProtes,BerhakProtes,0.0007979353540576,0.0007979353540576,1,0,0.3274,1.0,0.0,0.0,1.0,Non-Buzzer
Betspr,Betspr,Betspr,0.0011619759025052,0.0011619759025052,1,0,0.5624,1.0,0.0,0.0,1.0,Non-Buzzer
BigABust7,BigABust7,BigABust7,0.0016313601518049,0.0016313601518049,1,0,0.3572,1.0,0.0,0.0,1.0,Non-Buzzer
BoGameDo,BoGameDo,BoGameDo,0.0024798738304525,0.0024798738304525,1,0,0.3607,1.0,0.0,0.0,1.0,Non-Buzzer
BosRQ_,BosRQ_,BosRQ_,0.8858451247215271,0.4713102281093597,3,1,0.5364,1.0,0.0,0.0,3.0,Buzzer
Bram_no3,Bram_no3,Bram_no3,0.0528364591300487,0.021713251248002,3,0,0.7044,0.3333333333333333,3.0,5.0,1.0,Non-Buzzer
BriantAditya,BriantAditya,BriantAditya,0.0042992755770683,0.0042992755770683,1,0,0.4638,1.0,0.0,0.0,1.0,Non-Buzzer
BudiBukanIntel,BudiBukanIntel,BudiBukanIntel,0.0083477655425667,0.0083477655425667,1,0,1.0,1.0,1.0,4.0,1.0,Non-Buzzer
BukanKennyG,BukanKennyG,BukanKennyG,0.0016271447530016,0.0016271447530016,1,0,0.3011,1.0,0.0,0.0,1.0,Non-Buzzer
BurningCoffee0,BurningCoffee0,BurningCoffee0,0.0445365607738494,0.02828367985785,3,0,0.5678,0.3333333333333333,3.0,1.0,1.0,Non-Buzzer
BusterBorrr,BusterBorrr,BusterBorrr,0.0008866881253197,0.0008866881253197,1,0,0.4033,1.0,0.0,0.0,1.0,Non-Buzzer
CDWolfReal,CDWolfReal,CDWolfReal,0.0026688524521887,0.0026688524521887,1,0,0.4756,1.0,1.0,0.0,1.0,Non-Buzzer
CNNIndonesia,CNNIndonesia,CNNIndonesia,0.4321346879005432,0.4321346879005432,1,0,1.0,1.0,0.0,0.0,1.0,Non-Buzzer
Cak_Alail,Cak_Alail,Cak_Alail,0.0012609420809894,0.0012609420809894,1,0,0.4223,1.0,0.0,0.0,1.0,Non-Buzzer
CakraKjaerbye,CakraKjaerbye,CakraKjaerbye,0.0049133538268506,0.0029313832055777,2,0,0.4475,1.0,0.0,0.0,2.0,Non-Buzzer
Cameliatty,Cameliatty,Cameliatty,0.0014309597900137,0.0014309597900137,1,0,0.3449,1.0,1.0,0.0,1.0,Non-Buzzer
Capt_Gizmodon,Capt_Gizmodon,Capt_Gizmodon,0.0034968692343682,0.0034968692343682,1,0,0.2676,1.0,1.0,0.0,1.0,Non-Buzzer
CekrekPaklek,CekrekPaklek,CekrekPaklek,0.0009409496560692,0.0009409496560692,1,0,0.4094,1.0,1.0,0.0,1.0,Non-Buzzer
Chichi_X_Mune,Chichi_X_Mune,Chichi_X_Mune,0.0012908825883641,0.0012908825883641,1,0,0.3544,1.0,0.0,0.0,1.0,Non-Buzzer
ChouSenka,ChouSenka,ChouSenka,0.1026933193206787,0.1026933193206787,1,0,0.4437,1.0,1.0,3.0,1.0,Non-Buzzer
Christyandi_R,Christyandi_R,Christyandi_R,0.0017000812804326,0.0017000812804326,1,0,0.3528,1.0,1.0,1.0,1.0,Non-Buzzer
Claey_simpuru,Claey_simpuru,Claey_simpuru,0.004338217433542,0.004338217433542,1,0,0.2807,1.0,1.0,0.0,1.0,Non-Buzzer
Claudio_sigit,Claudio_sigit,Claudio_sigit,0.0021883691661059,0.0021883691661059,1,0,0.7352,1.0,1.0,0.0,1.0,Non-Buzzer
CorySakti28011,CorySakti28011,CorySakti28011,0.0011277447920292,0.0011277447920292,1,0,0.5678,1.0,0.0,1.0,1.0,Non-Buzzer
CuntofMadrid,CuntofMadrid,CuntofMadrid,0.0127671482041478,0.0103380428627133,2,0,0.6987,0.5,1.0,0.0,1.0,Non-Buzzer
Cyanbluuu_,Cyanbluuu_,Cyanbluuu_,0.0008857601787894,0.0008857601787894,1,0,0.0,1.0,0.0,0.0,1.0,Non-Buzzer
Cyanpile007,Cyanpile007,Cyanpile007,0.0011277447920292,0.0011277447920292,1,0,0.5653,1.0,0.0,0.0,1.0,Non-Buzzer
Cyclops_Ray,Cyclops_Ray,Cyclops_Ray,0.0056962170638144,0.0040716156363487,3,0,0.511,0.6666666666666666,2.0,0.0,2.0,Non-Buzzer
DPanglewai15679,DPanglewai15679,DPanglewai15679,0.0016535004833713,0.0016535004833713,1,0,0.2856,1.0,1.0,0.0,1.0,Non-Buzzer
DViolett_,DViolett_,DViolett_,0.0262733679264783,0.0226060673594474,2,0,0.5888,1.0,0.0,0.0,2.0,Non-Buzzer
Dadangsutrisn0,Dadangsutrisn0,Dadangsutrisn0,0.9878655076026917,0.4962465763092041,2,1,0.4847,1.0,2.0,0.0,2.0,Buzzer
DaniSplatKing,DaniSplatKing,DaniSplatKing,0.0757031217217445,0.0400619283318519,5,0,0.3753,0.8,3.0,0.0,4.0,Non-Buzzer
DaunBawang17,DaunBawang17,DaunBawang17,0.0132471965625882,0.0132471965625882,1,0,0.4605,1.0,1.0,0.0,1.0,Non-Buzzer
DazzZulia,DazzZulia,DazzZulia,0.9960880279541016,0.7374567985534668,4,3,0.783,0.5,3.0,0.0,2.0,Buzzer
Deewwiiiii,Deewwiiiii,Deewwiiiii,0.9978387951850892,0.8848347663879395,10,9,1.0,0.7,9.0,0.0,7.0,Buzzer
Delazdukedom,Delazdukedom,Delazdukedom,0.0018232412403449,0.0018232412403449,1,0,0.3182,1.0,1.0,0.0,1.0,Non-Buzzer
DimasRamdhan_,DimasRamdhan_,DimasRamdhan_,0.0023273949045687,0.0023273949045687,1,0,0.2764,1.0,0.0,1.0,1.0,Non-Buzzer
DinaPur468,DinaPur468,DinaPur468,0.9808551669120787,0.9072771072387696,2,1,0.6324,1.0,1.0,0.0,2.0,Buzzer
DokoMadeMo,DokoMadeMo,DokoMadeMo,0.9307681918144226,0.9307681918144226,1,1,1.0,1.0,0.0,0.0,1.0,Buzzer
DokutahLianSyah,DokutahLianSyah,DokutahLianSyah,0.1901894807815551,0.0450260862708091,5,0,0.8302,0.4,2.0,0.0,2.0,Non-Buzzer
Duren___,Duren___,Duren___,0.0016357945278286,0.0016357945278286,1,0,0.4619,1.0,0.0,0.0,1.0,Non-Buzzer
Echwazz,Echwazz,Echwazz,0.0007972277817316,0.0007972277817316,1,0,0.3063,1.0,0.0,0.0,1.0,Non-Buzzer
Ekokucayy,Ekokucayy,Ekokucayy,0.0013149625156074,0.0013149625156074,1,0,0.5972,1.0,1.0,0.0,1.0,Non-Buzzer
EliasSanSan,EliasSanSan,EliasSanSan,0.0100084617733955,0.0070539456792175,6,0,0.3772,0.6666666666666666,1.0,1.0,4.0,Non-Buzzer
EmbyGarvail,EmbyGarvail,EmbyGarvail,0.0065145539119839,0.0065145539119839,1,0,0.4278,1.0,0.0,0.0,1.0,Non-Buzzer
EmilleMaiki,EmilleMaiki,EmilleMaiki,0.0011975020170211,0.0011975020170211,1,0,0.3395,1.0,0.0,0.0,1.0,Non-Buzzer
Emmeliachr59881,Emmeliachr59881,Emmeliachr59881,0.9914087653160096,0.93884539604187,2,2,0.6666,0.5,1.0,0.0,1.0,Buzzer
EmpireTimu23003,EmpireTimu23003,EmpireTimu23003,0.0008674745331518,0.0008674745331518,1,0,0.2462,1.0,1.0,0.0,1.0,Non-Buzzer
EndiD21883,EndiD21883,EndiD21883,0.997914493083954,0.993810772895813,2,2,0.7017,1.0,1.0,0.0,2.0,Buzzer
ErvinBalboa089,ErvinBalboa089,ErvinBalboa089,0.0352358147501945,0.0352358147501945,1,0,0.4898,1.0,1.0,0.0,1.0,Non-Buzzer
EulaSimp69,EulaSimp69,EulaSimp69,0.0083006406202912,0.0083006406202912,1,0,0.4332,1.0,1.0,0.0,1.0,Non-Buzzer
EvyNurlaili,EvyNurlaili,EvyNurlaili,0.9113509058952332,0.9113509058952332,1,1,1.0,1.0,0.0,0.0,1.0,Buzzer
Excyde_,Excyde_,Excyde_,0.0121960397809743,0.006682816427201,2,0,0.3316,1.0,2.0,0.0,2.0,Non-Buzzer
Extra7399,Extra7399,Extra7399,0.9872465133666992,0.9872465133666992,1,1,0.604,1.0,0.0,0.0,1.0,Buzzer
FKRSM_,FKRSM_,FKRSM_,0.0221397429704666,0.0221397429704666,1,0,0.4762,1.0,0.0,0.0,1.0,Non-Buzzer
FaeezEmpire,FaeezEmpire,FaeezEmpire,0.0220870152115821,0.0125715639442205,2,0,0.6978,0.5,1.0,0.0,1.0,Non-Buzzer
FahrezaMahendr,FahrezaMahendr,FahrezaMahendr,0.0121311247348785,0.0121311247348785,1,0,0.6335,1.0,1.0,0.0,1.0,Non-Buzzer
FareyDonch501,FareyDonch501,FareyDonch501,0.0088037829846143,0.0088037829846143,1,0,0.502,1.0,1.0,0.0,1.0,Non-Buzzer
FarrelFranqois,FarrelFranqois,FarrelFranqois,0.0018358572851866,0.0018358572851866,1,0,0.2417,1.0,1.0,0.0,1.0,Non-Buzzer
Fatiyazean,Fatiyazean,Fatiyazean,0.9968966245651244,0.6648826003074646,3,2,0.7423,0.6666666666666666,2.0,0.0,2.0,Buzzer
Ferdians789,Ferdians789,Ferdians789,0.0036414912901818,0.0036414912901818,1,0,0.282,1.0,0.0,0.0,1.0,Non-Buzzer
FilekRhino45516,FilekRhino45516,FilekRhino45516,0.6158434152603149,0.6158434152603149,1,0,1.0,1.0,1.0,0.0,1.0,Non-Buzzer
Firmandanny,Firmandanny,Firmandanny,0.0039750174619257,0.0039750174619257,1,0,0.3184,1.0,0.0,0.0,1.0,Non-Buzzer
FitriyaniT15600,FitriyaniT15600,FitriyaniT15600,0.9947182536125184,0.9947182536125184,1,1,0.4592,1.0,0.0,0.0,1.0,Buzzer
Florestone16736,Florestone16736,Florestone16736,0.993048131465912,0.8768974542617798,2,1,1.0,1.0,1.0,0.0,2.0,Buzzer
FlwrmnShiragiku,FlwrmnShiragiku,FlwrmnShiragiku,0.031481709331274,0.031481709331274,1,0,0.4715,1.0,0.0,0.0,1.0,Non-Buzzer
GOALIATHH,GOALIATHH,GOALIATHH,0.0011966684833168,0.0011966684833168,1,0,0.3012,1.0,1.0,0.0,1.0,Non-Buzzer
GamerwkID,GamerwkID,GamerwkID,0.0092945974320173,0.0092945974320173,1,0,0.431,1.0,0.0,0.0,1.0,Non-Buzzer
GemaShowIndo,GemaShowIndo,GemaShowIndo,0.0020564054138958,0.001639180467464,3,0,0.456,0.6666666666666666,1.0,4.0,2.0,Non-Buzzer
GhamerXYZ,GhamerXYZ,GhamerXYZ,0.0040935832075774,0.0040935832075774,1,0,0.4715,1.0,1.0,0.0,1.0,Non-Buzzer
GhaneshRM,GhaneshRM,GhaneshRM,0.0136596299707889,0.0136596299707889,1,0,0.6229,1.0,1.0,0.0,1.0,Non-Buzzer
Gif_Said,Gif_Said,Gif_Said,0.004182418808341,0.0026875550393015,2,0,0.3336,0.5,0.0,0.0,1.0,Non-Buzzer
Ginanadia67421,Ginanadia67421,Ginanadia67421,0.9988254904747008,0.9685069918632508,4,4,0.7017,0.75,3.0,0.0,3.0,Buzzer
Giskaelvina,Giskaelvina,Giskaelvina,0.989859402179718,0.973206102848053,3,3,1.0,0.6666666666666666,2.0,0.0,2.0,Buzzer
GlazedLight,GlazedLight,GlazedLight,0.0029188180342316,0.0029188180342316,1,0,0.3746,1.0,0.0,0.0,1.0,Non-Buzzer
GojoIrengg,GojoIrengg,GojoIrengg,0.0322812125086784,0.0322812125086784,1,0,0.5657,1.0,1.0,0.0,1.0,Non-Buzzer
Greywing20,Greywing20,Greywing20,0.0064006396569311,0.0064006396569311,1,0,0.5446,1.0,1.0,0.0,1.0,Non-Buzzer
H4ydon,H4ydon,H4ydon,0.0026804003864526,0.0019317310070618,2,0,0.2937,0.5,0.0,0.0,1.0,Non-Buzzer
HGrezex,HGrezex,HGrezex,0.0022885969374328,0.0022885969374328,1,0,0.3087,1.0,1.0,0.0,1.0,Non-Buzzer
HSBITTA,HSBITTA,HSBITTA,0.6223242282867432,0.6223242282867432,2,0,1.0,1.0,0.0,0.0,2.0,Non-Buzzer
HaYoYo86,HaYoYo86,HaYoYo86,0.0271577518433332,0.0271577518433332,1,0,0.2681,1.0,0.0,0.0,1.0,Non-Buzzer
HabibiFuad,HabibiFuad,HabibiFuad,0.0023138422984629,0.0023138422984629,1,0,0.3403,1.0,0.0,0.0,1.0,Non-Buzzer
HaniB1220,HaniB1220,HaniB1220,0.0081813484430313,0.0081813484430313,1,0,0.6019,1.0,0.0,0.0,1.0,Non-Buzzer
HarishChengaiah,HarishChengaiah,HarishChengaiah,0.0014870959566906,0.0014870959566906,1,0,0.367,1.0,1.0,0.0,1.0,Non-Buzzer
Harurowrr,Harurowrr,Harurowrr,0.4651711583137512,0.4651711583137512,1,0,0.4633,1.0,1.0,0.0,1.0,Non-Buzzer
Hay_yatto9,Hay_yatto9,Hay_yatto9,0.0025735581293702,0.0025735581293702,1,0,0.3537,1.0,0.0,0.0,1.0,Non-Buzzer
Hey_Ivan,Hey_Ivan,Hey_Ivan,0.0019065239466726,0.0019065239466726,1,0,0.3546,1.0,0.0,0.0,1.0,Non-Buzzer
HilalBilal,HilalBilal,HilalBilal,0.0015881116269156,0.0015881116269156,1,0,0.3201,1.0,1.0,0.0,1.0,Non-Buzzer
HlfBloodPr1nce,HlfBloodPr1nce,HlfBloodPr1nce,0.002554022707045,0.002554022707045,1,0,0.3282,1.0,0.0,0.0,1.0,Non-Buzzer
HollowMelody_1,HollowMelody_1,HollowMelody_1,0.0066042179241776,0.0066042179241776,1,0,0.4882,1.0,0.0,0.0,1.0,Non-Buzzer
Homuboil7,Homuboil7,Homuboil7,0.0072138682007789,0.0072138682007789,1,0,0.4506,1.0,1.0,0.0,1.0,Non-Buzzer
Hoomanine,Hoomanine,Hoomanine,0.0017851908924058,0.0017851908924058,1,0,0.3588,1.0,0.0,0.0,1.0,Non-Buzzer
Howie3D,Howie3D,Howie3D,0.3163614869117737,0.1677011400461197,2,0,0.4457,0.5,0.0,0.0,1.0,Non-Buzzer
IBigbal,IBigbal,IBigbal,0.0015832991339266,0.0015832991339266,1,0,0.4597,1.0,0.0,0.0,1.0,Non-Buzzer
IKKIttebayo,IKKIttebayo,IKKIttebayo,0.002677266485989,0.002677266485989,1,0,0.4788,1.0,1.0,0.0,1.0,Non-Buzzer
Iezhar7th,Iezhar7th,Iezhar7th,0.0009872640948742,0.0009872640948742,1,0,0.3703,1.0,0.0,0.0,1.0,Non-Buzzer
Ilhammlnn_,Ilhammlnn_,Ilhammlnn_,0.001133031444624,0.001133031444624,1,0,0.776,1.0,0.0,0.0,1.0,Non-Buzzer
Inara234,Inara234,Inara234,0.9113509058952332,0.9113509058952332,1,1,1.0,1.0,0.0,0.0,1.0,Buzzer
Indie_S_Orilly,Indie_S_Orilly,Indie_S_Orilly,0.0688422545790672,0.025198133662343,4,0,0.3871,0.5,3.0,2.0,2.0,Non-Buzzer
InfoPublikIP,InfoPublikIP,InfoPublikIP,0.9823503494262696,0.4924705028533935,2,1,0.5549,1.0,0.0,0.0,2.0,Buzzer
IntanAyuArimbi,IntanAyuArimbi,IntanAyuArimbi,0.0009921484161168,0.0009921484161168,1,0,0.4169,1.0,0.0,0.0,1.0,Non-Buzzer
Internetsurver,Internetsurver,Internetsurver,0.0047163856215775,0.0047163856215775,1,0,0.432,1.0,1.0,0.0,1.0,Non-Buzzer
Ioroiisme,Ioroiisme,Ioroiisme,0.0029819966293871,0.002014588098973,2,0,0.2907,1.0,0.0,0.0,2.0,Non-Buzzer
IraAsri325610,IraAsri325610,IraAsri325610,0.9833300709724426,0.4924797415733337,2,1,0.5658,0.5,1.0,0.0,1.0,Buzzer
IriandiBudyanto,IriandiBudyanto,IriandiBudyanto,0.0012155215954408,0.0012155215954408,1,0,0.6592,1.0,0.0,0.0,1.0,Non-Buzzer
ItsmeMauwi,ItsmeMauwi,ItsmeMauwi,0.0015303334221243,0.0015303334221243,1,0,0.3186,1.0,1.0,0.0,1.0,Non-Buzzer
IwanMuhRidwan,IwanMuhRidwan,IwanMuhRidwan,0.0029123041313141,0.0029123041313141,1,0,0.7671,1.0,1.0,0.0,1.0,Non-Buzzer
IzumoSarut7893,IzumoSarut7893,IzumoSarut7893,0.0125556290149688,0.0125556290149688,1,0,1.0,1.0,0.0,0.0,1.0,Non-Buzzer
JackieNoboru,JackieNoboru,JackieNoboru,0.0012854039669036,0.0012854039669036,1,0,0.6607,1.0,1.0,0.0,1.0,Non-Buzzer
JancokAsu893230,JancokAsu893230,JancokAsu893230,0.9987393021583556,0.99258953332901,6,6,1.0,0.8333333333333334,5.0,0.0,5.0,Buzzer
JauzaaATahar,JauzaaATahar,JauzaaATahar,0.0009379431139677,0.0009379431139677,1,0,0.2792,1.0,0.0,0.0,1.0,Non-Buzzer
Jiraz13,Jiraz13,Jiraz13,0.0041762110777199,0.0041762110777199,1,0,0.6229,1.0,1.0,0.0,1.0,Non-Buzzer
KEMO_HUNZ,KEMO_HUNZ,KEMO_HUNZ,0.0155248837545514,0.0091983703896403,2,0,0.2794,0.5,2.0,0.0,1.0,Non-Buzzer
KEVINNGW808,KEVINNGW808,KEVINNGW808,0.0137898968532681,0.0137898968532681,1,0,0.4446,1.0,0.0,0.0,1.0,Non-Buzzer
KRathalos97,KRathalos97,KRathalos97,0.0197354573756456,0.0197354573756456,1,0,0.3983,1.0,1.0,0.0,1.0,Non-Buzzer
KacangWalnut,KacangWalnut,KacangWalnut,0.001133031444624,0.001133031444624,1,0,0.7799,1.0,0.0,0.0,1.0,Non-Buzzer
