conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,word_count_lang_source,detected_lang,language_filter_reason,is_language_noise,clean_text,identified_spam_words,is_spam,is_reply,text_length,word_count,is_short_noise,engagement_score,low_engagement_flag,content_dup_score,lexical_similarity_score,posting_freq_per_hour,temporal_burst_score,account_age_hours,unique_users_in_window,sna_out_deg,sna_in_deg,sna_betweenness,sna_clustering,cluster_id,is_coordinated,semantic_dup_score,semantic_similarity_score,pca_x,pca_y,annotation_id,manual_label,buzzer_prob,buzzer_flag,buzzer_label,dominant_topic,topic_probability,prob_topic_0,prob_topic_1,prob_topic_2
2040918773444890964,2026-04-05 22:25:28+00:00,0,"‘Informasi ini betul resmi masalah IGRS &amp; rating gim di Steam, bisa jadi referensi biar info yang beredar lebih lengkap dan valid serta akurat kebenarannya  maka silahkan dicek di [link]’https://t.co/lpaabY1u8P",2040918773444890964,,,in,,0,0,0,https://x.com/Bambang65635601/status/2040918773444890964,1642534328155635713,Bambang65635601,34,id,keep_id_anchor,False,informasi ini betul resmi masalah igrs rating game di steam bisa jadi referensi biar info yang beredar lebih lengkap dan valid serta akurat kebenarannya maka silahkan dicek di link,[],0,0,180,29,0,0,1,0.5986,0.0113,1,1.0,10.03888888888889,49,0.0,0.0,0.0,0.0,1,0,0.8942218,0.43844733,-1.4505141,-0.058996882,128,-1,0.9724963,1,Buzzer,2,0.6060663704995705,0.3268292530766223,0.06710437642380718,0.6060663704995705
2040645711650509022,2026-04-05 22:21:33+00:00,0,"@rayrestufauzi Rating IGRS yang muncul di Steam sekarang banyak yang masih tahap awal(self-declare dari developer) jadi belum final,masih bisa berubah setelah proses verifikasi lebih lanjut.Tujuannya buat melindungi pemain muda dan menata ekosistem game di Indonesia supaya lebih jelas dan sehat",2040917787506561414,,rayrestufauzi,in,,0,2,0,https://x.com/NganjukSun23590/status/2040917787506561414,1949393136725442560,NganjukSun23590,44,id,keep_id_anchor,False,rating igrs yang muncul di steam sekarang banyak yang masih tahap awal self declare dari developer jadi belum final masih bisa berubah setelah proses verifikasi lebih lanjut tujuannya buat melindungi pemain muda dan menata ekosistem game di indonesia supaya lebih jelas dan sehat,[],0,1,279,43,0,2,0,0.6153,0.0312,4,0.8,3.8466666666666667,49,4.0,0.0,0.0,0.0,1,1,0.9064754,0.4334221,-1.5122688,-0.14595258,136,-1,0.9975841,1,Buzzer,1,0.9576242479061726,0.021251193605871223,0.9576242479061726,0.021124558487956187
2040917346865520978,2026-04-05 22:19:48+00:00,0,"Buat kalian Sebelum debat soal IGRS ke mana‑mana, mungkin oke baca dulu siaran pers resminya di sini ya guys https://t.co/yhg91A43dY",2040917346865520978,,,in,,0,0,0,https://x.com/kerjosurvey/status/2040917346865520978,1778567152892850177,kerjosurvey,24,id,keep_id_anchor,False,buat kalian sebelum debat soal igrs ke mana mana mungkin oke baca dulu siaran pers resminya di sini ya guys,[],0,0,107,20,0,0,1,0.9539,0.0141,1,1.0,9.944444444444445,49,0.0,0.0,0.0,0.0,2,1,0.9581189,0.30673525,0.632169,0.23829822,139,-1,0.9062096,1,Buzzer,0,0.8664449696483161,0.8664449696483161,0.06675726723366938,0.06679776311801451
2040915601267531776,2026-04-05 22:12:52+00:00,0,"Ini yang ditunggu tunggu beritanya, rilis resmi soal IGRS &amp; rating gim di Steam, 👇👇👇
https://t.co/mZ77I23ZQv",2040915601267531776,,,in,,0,0,0,https://x.com/triedhi888/status/2040915601267531776,3197788399,triedhi888,18,id,keep_id_anchor,False,ini yang ditunggu tunggu beritanya rilis resmi soal igrs rating game di steam,[],0,0,77,13,0,0,1,0.4519,0.0068,1,1.0,9.828888888888889,49,0.0,0.0,0.0,0.0,1,0,0.91005963,0.43871617,-1.2685479,0.44042858,141,-1,0.91764975,1,Buzzer,2,0.7774487373919741,0.11128561083678977,0.11126565177123623,0.7774487373919741
2040911360482243019,2026-04-05 21:56:01+00:00,0,"Buat yang penasaran soal status rating IGRS di Steam, ini penjelasan resmi dari Kemkomdigi. Lebih baik simak dulu informasinya supaya lebih jelas Kemkomdigi: Rating Gim di Steam Bukan Rating Resmi, Berpotensi Langgar Ketentuan di Indonesia https://t.co/LdbXZOYxwF https://t.co/a5Isa8UjMT",2040911360482243019,https://pbs.twimg.com/media/HFLGD0HaUAA3M7q.jpg,,in,,0,0,0,https://x.com/EvyNurlaili/status/2040911360482243019,778966932594667522,EvyNurlaili,43,id,keep_id_anchor,False,buat yang penasaran soal status rating igrs di steam ini penjelasan resmi dari kemkomdigi lebih baik simak dulu informasinya supaya lebih jelas kemkomdigi rating game di steam bukan rating resmi berpotensi langgar ketentuan di indonesia,[],0,0,236,35,0,0,1,1.0,0.0137,1,1.0,9.548055555555555,29,0.0,0.0,0.0,0.0,1,1,1.0000001,0.4404381,-0.8784458,-0.032382887,152,-1,0.9113509,1,Buzzer,0,0.9604269988855508,0.9604269988855508,0.01970283747294027,0.01987016364150886
2040911112456253689,2026-04-05 21:55:02+00:00,0,"Buat yang mengikuti isu IGRS dan sistem rating di Steam, penjelasan resmi sudah dirilis. Silakan cek dulu sebagai referensi awal: https://t.co/0RPAcEQ8zO",2040911112456253689,,,in,,0,0,0,https://x.com/odeng9222/status/2040911112456253689,1715201476203851776,odeng9222,24,id,keep_id_anchor,False,buat yang mengikuti isu igrs dan sistem rating di steam penjelasan resmi sudah dirilis silakan cek dulu sebagai referensi awal,[],0,0,126,20,0,0,1,0.604,0.0153,1,1.0,9.531666666666666,29,0.0,0.0,0.0,0.0,1,0,0.91560125,0.37513924,-0.9743233,0.37917697,154,-1,0.9926319,1,Buzzer,0,0.8857900275650032,0.8857900275650032,0.04806084433721283,0.06614912809778402
2040906403485987243,2026-04-05 21:36:19+00:00,0,Informasi resmi terkait sistem IGRS dan rating gim di Steam sudah dirilis. Yuk baca dulu isinya supaya pandangannya jadi lebih jelas https://t.co/073fR083UQ,2040906403485987243,,,in,,0,0,0,https://x.com/arsiamalia/status/2040906403485987243,2026965292442898432,arsiamalia,25,id,keep_id_anchor,False,informasi resmi terkait sistem igrs dan rating game di steam sudah dirilis yuk baca dulu isinya supaya pandangannya jadi lebih jelas,[],0,0,132,21,0,0,1,0.4566,0.0147,1,1.0,9.219722222222222,29,0.0,0.0,0.0,0.0,1,0,0.92528725,0.43459797,-1.281297,0.15330677,165,-1,0.9822925,1,Buzzer,2,0.8874645923239654,0.05691616231114877,0.05561924536488592,0.8874645923239654
2040905844490186859,2026-04-05 21:34:06+00:00,0,"Buat yang ngikutin rame IGRS &amp; rating gim di Steam, penjelasan resminya ada di sini, boleh jadi bahan baca dulu: https://t.co/YHh9eqmPS2",2040905844490186859,,,in,,0,0,0,https://x.com/MohQym68316/status/2040905844490186859,2027985007986544640,MohQym68316,24,id,keep_id_anchor,False,buat yang ngikutin rame igrs rating game di steam penjelasan resminya ada di sini boleh jadi bahan baca dulu,[],0,0,108,19,0,0,1,0.8088,0.0111,1,1.0,9.182777777777778,29,0.0,0.0,0.0,0.0,1,1,0.9335116,0.48532686,-1.0558133,-0.02851533,167,-1,0.9748122,1,Buzzer,2,0.9045194103244226,0.04776322907977013,0.04771736059580721,0.9045194103244226
2040873434775965871,2026-04-05 19:25:19+00:00,0,"Buat yang ngikutin ramenya IGRS &amp; rating gim di Steam, sebelum berdebat baiknya baca penjelasan resminya dulu ya..
https://t.co/NPrgHwDRAw",2040873434775965871,,,in,,0,0,0,https://x.com/delik_store/status/2040873434775965871,732576888619556864,delik_store,22,id,keep_id_anchor,False,buat yang ngikutin ramenya igrs rating game di steam sebelum berdebat baiknya baca penjelasan resminya dulu ya,[],0,0,110,17,0,0,1,0.4159,0.0109,1,1.0,7.036388888888889,25,0.0,0.0,0.0,0.0,1,0,0.90917313,0.51997256,-0.21784736,-0.21780287,206,-1,0.97233486,1,Buzzer,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2040869715892224106,2026-04-05 19:10:32+00:00,0,"Indonesia Game Rating System (IGRS) di sejumlah game platform Steam bukan hasil klasifikasi resmi yang diverifikasi oleh pemerintah Indonesia?

Penjelasan/siaran pers resmi tentang IGRS &amp; rating gim di Steam, berikut info lebih lanjut, simak baik baik!
https://t.co/8XTuYCZJTK",2040869715892224106,,,in,,0,0,0,https://x.com/dapa442/status/2040869715892224106,1635908833636646912,dapa442,41,id,keep_id_anchor,False,indonesia game rating system igrs di sejumlah game platform steam bukan hasil klasifikasi resmi yang diverifikasi oleh pemerintah indonesia penjelasan siaran pers resmi tentang igrs rating game di steam berikut info lebih lanjut simak baik baik,[],0,0,244,36,0,0,1,0.5715,0.0295,1,1.0,6.79,25,0.0,0.0,0.0,0.0,1,0,0.9086136,0.40997842,-1.8659286,0.21035649,214,-1,0.98518616,1,Buzzer,2,0.904679916329799,0.04765731527862445,0.04766276839157648,0.904679916329799
2040867765255610418,2026-04-05 19:02:47+00:00,1,"Penjelasan resmi terkait IGRS dan tampilan rating gim di Steam sudah dirilis. Bisa dibaca dulu untuk menambah konteks sebelum menarik kesimpulan: 

https://t.co/VTRC9YAJsA https://t.co/sJfNCeqEye",2040867765255610418,https://pbs.twimg.com/media/HFKeS_Ca4AAEuEx.jpg,,in,,0,1,0,https://x.com/refiandryy/status/2040867765255610418,482012192,refiandryy,29,id,keep_id_anchor,False,penjelasan resmi terkait igrs dan tampilan rating game di steam sudah dirilis bisa dibaca dulu untuk menambah konteks sebelum menarik kesimpulan,[],0,0,144,21,0,2,0,0.7847,0.0138,1,1.0,6.660833333333334,25,0.0,0.0,0.0,0.0,1,0,0.93953824,0.4061089,-1.4222547,-0.1448306,221,-1,0.990324,1,Buzzer,2,0.8644869200601081,0.06875686771884698,0.06675621222104496,0.8644869200601081
2040862120179577320,2026-04-05 18:40:21+00:00,0,"Buat yang penasaran soal status rating IGRS di Steam, ini penjelasan resmi dari Kemkomdigi. Lebih baik simak dulu informasinya supaya lebih jelas Kemkomdigi: Rating Gim di Steam Bukan Rating Resmi, Berpotensi Langgar Ketentuan di Indonesia https://t.co/rSNQn71m1K… https://t.co/vnIHRbnbQl",2040862120179577320,https://pbs.twimg.com/media/HFKZR2ha4AAEUTB.jpg,,in,,0,0,0,https://x.com/Inara234/status/2040862120179577320,1912703815100649472,Inara234,43,id,keep_id_anchor,False,buat yang penasaran soal status rating igrs di steam ini penjelasan resmi dari kemkomdigi lebih baik simak dulu informasinya supaya lebih jelas kemkomdigi rating game di steam bukan rating resmi berpotensi langgar ketentuan di indonesia,[],0,0,236,35,0,0,1,1.0,0.0137,1,1.0,6.286944444444444,34,0.0,0.0,0.0,0.0,1,1,1.0000001,0.4404381,-0.8784458,-0.032382887,241,-1,0.9113509,1,Buzzer,0,0.9604269988855508,0.9604269988855508,0.01970283747294027,0.01987016364150886
2040852722501759358,2026-04-05 18:03:00+00:00,0,"""IGRS dan rating gim di Steam sedang jadi topik hangat! 🌟 Cek dulu penjelasan resmi di sini sebelum kita bahas lebih lanjut: 
https://t.co/8CV667dBth",2040852722501759358,,,in,,0,0,0,https://x.com/Nisarahman2327/status/2040852722501759358,1861372663010336774,Nisarahman2327,25,id,keep_id_anchor,False,igrs dan rating game di steam sedang jadi topik hangat cek dulu penjelasan resmi di sini sebelum kita bahas lebih lanjut,[],0,0,120,21,0,0,1,0.6626,0.017,2,0.6666666666666666,5.5313888888888885,34,1.0,0.0,0.0,0.0,1,0,0.9646963,0.47582042,-1.1668717,-0.3345894,260,-1,0.9972262,1,Buzzer,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2040851505843216537,2026-04-05 17:58:10+00:00,0,"Daripada debat panjang soal IGRS tanpa arah, yuk luangkan waktu sebentar untuk baca siaran pers resminya dulu. Supaya obrolan kita lebih jelas dan berisi https://t.co/aG5tpTFsr0",2040851505843216537,,,in,,0,0,0,https://x.com/AdhietyaTh33187/status/2040851505843216537,2018322737417306112,AdhietyaTh33187,28,id,keep_id_anchor,False,daripada debat panjang soal igrs tanpa arah yuk luangkan waktu sebentar untuk baca siaran pers resminya dulu supaya obrolan kita lebih jelas dan berisi,[],0,0,151,24,0,0,1,0.7368,0.0154,2,1.0,5.583888888888889,74,0.0,0.0,0.0,0.0,2,0,0.8739115,0.28139997,0.8856604,-0.16474119,263,-1,0.9369701,1,Buzzer,0,0.7776272977421064,0.7776272977421064,0.1111699357416345,0.1112027665162592
2040851478240460941,2026-04-05 17:58:04+00:00,0,"yang kemarin kepo banget sama IGRS &amp; rating gim di Steam, bisa dibaca  penjelasan resminya ada di sini yaa https://t.co/T39r0VCLN9",2040851478240460941,,,in,,0,0,0,https://x.com/nrlfadila_/status/2040851478240460941,1004042648607383557,nrlfadila_,23,id,keep_id_anchor,False,yang kemarin kepo banget sama igrs rating game di steam bisa dibaca penjelasan resminya ada di sini yaa,[],0,0,103,18,0,0,1,0.4796,0.0114,1,1.0,5.582222222222223,74,0.0,0.0,0.0,0.0,1,0,0.8937913,0.48572338,-0.5393751,-0.05547359,264,-1,0.8875885,1,Buzzer,2,0.6663160938111284,0.16682411463679114,0.1668597915520803,0.6663160938111284
2040619090038194329,2026-04-05 17:56:05+00:00,0,"@kerissakti ""IGRS di Steam emang lagi bingungin ya, guys 😅. Tapi kayaknya sistemnya masih dalam penyesuaian, perlu waktu buat lebih stabil. Yang penting, semoga Valve bisa jelasin lebih rinci dan transparan tentang kriteria ratingnya, biar kita semua ngerti 🤑. Keep improving, Steam!",2040850979596460447,,kerissakti,in,,0,0,0,https://x.com/Nisarahman2327/status/2040850979596460447,1861372663010336774,Nisarahman2327,40,id,keep_id_anchor,False,igrs di steam emang lagi bingungin ya guys tapi kayaknya sistemnya masih dalam penyesuaian perlu waktu buat lebih stabil yang penting semoga valve bisa jelasin lebih rinci dan transparan tentang kriteria ratingnya biar kita semua ngerti keep improving steam,[],0,1,257,39,0,0,1,1.0,0.0156,2,0.6666666666666666,5.5313888888888885,74,1.0,0.0,0.0,0.0,1,1,1.0000001,0.3721,-0.6044833,-0.3656226,267,-1,0.9599752,1,Buzzer,1,0.962782760082868,0.018584582268541563,0.962782760082868,0.018632657648590414
2040619090038194329,2026-04-05 17:55:01+00:00,0,"@kerissakti ""IGRS di Steam emang lagi bingungin ya, guys 😅. Tapi kayaknya sistemnya masih dalam penyesuaian, perlu waktu buat lebih stabil. Yang penting, semoga Valve bisa jelasin lebih rinci dan transparan tentang kriteria ratingnya, biar kita semua ngerti 🤑. Keep improving, Steam! 💪",2040850712935170319,,kerissakti,in,,0,1,0,https://x.com/Nisarahman2327/status/2040850712935170319,1861372663010336774,Nisarahman2327,40,id,keep_id_anchor,False,igrs di steam emang lagi bingungin ya guys tapi kayaknya sistemnya masih dalam penyesuaian perlu waktu buat lebih stabil yang penting semoga valve bisa jelasin lebih rinci dan transparan tentang kriteria ratingnya biar kita semua ngerti keep improving steam,[],0,1,257,39,0,1,1,1.0,0.0156,2,0.6666666666666666,5.5313888888888885,74,1.0,0.0,0.0,0.0,1,1,1.0000001,0.3721,-0.6044833,-0.3656226,269,-1,0.9599752,1,Buzzer,1,0.962782760082868,0.018584582268541563,0.962782760082868,0.018632657648590414
2040850568676257919,2026-04-05 17:54:27+00:00,0,"Buat yang mengikuti rame IGRS &amp; rating gim di Steam, berikut ini penjelasan resminya di sini, silakan dibaca-baca dulu: https://t.co/0B133jbQ9N",2040850568676257919,,,in,,0,0,0,https://x.com/mrplent21/status/2040850568676257919,233180657,mrplent21,24,id,keep_id_anchor,False,buat yang mengikuti rame igrs rating game di steam berikut ini penjelasan resminya di sini silakan dibaca baca dulu,[],0,0,115,19,0,0,1,0.5709,0.0137,1,1.0,5.521944444444444,74,0.0,0.0,0.0,0.0,1,0,0.93017316,0.47330043,-0.9750193,0.09830035,271,-1,0.9932499,1,Buzzer,2,0.8330587328809801,0.08349868174468095,0.08344258537433893,0.8330587328809801
2040850238089666860,2026-04-05 17:53:08+00:00,0,"Buat yang lagi mengikuti diskusi soal IGRS dan rating gim di Steam, ada penjelasan resminya di sini, mungkin bisa dibaca dulu biar konteksnya lebih jelas: 
https://t.co/gDHcVJ2ufu",2040850238089666860,,,in,,0,0,0,https://x.com/EndiD21883/status/2040850238089666860,1899432576496091136,EndiD21883,29,id,keep_id_anchor,False,buat yang lagi mengikuti diskusi soal igrs dan rating game di steam ada penjelasan resminya di sini mungkin bisa dibaca dulu biar konteksnya lebih jelas,[],0,0,152,25,0,0,1,0.5045,0.0143,2,1.0,5.468055555555556,74,1.0,0.0,0.0,0.0,1,0,0.9462447,0.4642595,-1.0353571,-0.26328424,273,-1,0.989707,1,Buzzer,2,0.8647255460856672,0.0684767049308662,0.06679774898346666,0.8647255460856672
2040479018034630743,2026-04-05 17:51:13+00:00,0,"@cryofantasia Jujur saja tampilan rating IGRS di Steam sekarang memang bikin banyak orang bingung, tapi karena ini masih fase penyesuaian, mungkin yang paling penting sekarang adalah penjelasan rutin, transparansi kriteria, dan perbaikan bertahap supaya publik bisa ikut memahami prosesnya.",2040849755249824118,,cryofantasia,in,,0,8,0,https://x.com/EndiD21883/status/2040849755249824118,1899432576496091136,EndiD21883,39,id,keep_id_anchor,False,jujur saja tampilan rating igrs di steam sekarang memang bikin banyak orang bingung tapi karena ini masih fase penyesuaian mungkin yang paling penting sekarang adalah penjelasan rutin transparansi kriteria dan perbaikan bertahap supaya publik bisa ikut memahami prosesnya,[],0,1,271,38,0,8,0,0.7017,0.0164,2,1.0,5.468055555555556,74,1.0,0.0,0.0,0.0,1,0,0.9485592,0.4118979,-1.0178845,-0.45929596,274,-1,0.9979145,1,Buzzer,2,0.9006729055752412,0.04586225411126446,0.053464840313494445,0.9006729055752412
2040849073255911744,2026-04-05 17:48:30+00:00,0,"Sebelum debat soal IGRS ke mana‑mana, baca dulu siaran pers resminya di sini: https://t.co/ttpo9m78KN https://t.co/Ves7SqPIRI",2040849073255911744,https://pbs.twimg.com/media/HFKNaqjasAAdCo7.jpg,,in,,0,0,0,https://x.com/KomariahKo26005/status/2040849073255911744,1958367524581732352,KomariahKo26005,22,id,keep_id_anchor,False,sebelum debat soal igrs ke mana mana baca dulu siaran pers resminya di sini,[],0,0,75,14,0,0,1,1.0,0.0157,1,1.0,5.422777777777778,74,0.0,0.0,0.0,0.0,2,1,0.9137209,0.2749321,0.538154,0.20972832,276,-1,0.93188864,1,Buzzer,0,0.8330740285965658,0.8330740285965658,0.0834386712767203,0.08348730012671388
2040848036734411145,2026-04-05 17:44:23+00:00,0,"Ini penjelasan resmi terkait IGRS dan sistem rating gim di Steam, bisa dicek dulu sebagai referensi sebelum menilai lebih jauh
https://t.co/E1dL49ojo1",2040848036734411145,,,in,,0,0,0,https://x.com/RizkyArdia29527/status/2040848036734411145,1710042400415236096,RizkyArdia29527,24,id,keep_id_anchor,False,ini penjelasan resmi terkait igrs dan sistem rating game di steam bisa dicek dulu sebagai referensi sebelum menilai lebih jauh,[],0,0,126,20,0,0,1,0.5896,0.0155,1,1.0,5.354166666666667,74,0.0,0.0,0.0,0.0,1,0,0.9510437,0.4245659,-1.56585,-0.34029263,282,-1,0.993236,1,Buzzer,2,0.8887779558019455,0.055609294010102624,0.05561275018795186,0.8887779558019455
