conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,word_count_lang_source,detected_lang,language_filter_reason,is_language_noise,clean_text,identified_spam_words,is_spam,is_reply,text_length,word_count,is_short_noise,engagement_score,low_engagement_flag,content_dup_score,lexical_similarity_score,posting_freq_per_hour,temporal_burst_score,account_age_hours,unique_users_in_window,sna_out_deg,sna_in_deg,sna_betweenness,sna_clustering,cluster_id,is_coordinated,semantic_dup_score,semantic_similarity_score,pca_x,pca_y,annotation_id,manual_label
2040930435023437899,2026-04-05 23:11:49+00:00,2,"Puluhan tahun make steam, baru kali ini dituduh palsu. Ayolah men, kalo bego jangan nanggung. Player lebih percaya rating steam dibanding igrs kali 🤣

Hebat lah orang tolol kek gini jadi stafsus kementerian",2040930435023437899,,,in,,0,2,0,https://x.com/HaYoYo86/status/2040930435023437899,1116738427485999104,HaYoYo86,32,id,keep_id_anchor,False,puluhan tahun make steam baru kali ini dituduh palsu ayolah men kalau bego jangan nanggung player lebih percaya rating steam dibanding igrs kali hebat lah orang tolol kek gini jadi stafsus kementerian,[],0,0,200,32,0,4,0,0.2681,0.0138,1,1.0,10.811388888888889,86,0.0,0.0,0.0,0.0,1,0,0.83311796,0.3751835,0.45435265,-0.789042,77,-1
2040757110951322044,2026-04-05 23:11:26+00:00,68,"@kurawa Malah nyalahin steam. Sebelum lu pada bikin recok. Steam sudah punya rating dan tags mereka sendiri. Lagian IGRS buat apa sih? Kalo bukan buat alat meras?

Rating international kan sudah ada pake itu juga gak masalah. Eh sok asik tapi ngaco.

Dah balik sana gooning game nukitashi https://t.co/KZy0oGxBjN",2040930341108724059,https://pbs.twimg.com/media/HFLXU9Ea0AAJXAC.jpg,kurawa,in,,0,1,20,https://x.com/Official_Yanuar/status/2040930341108724059,154439076,Official_Yanuar,52,id,keep_id_anchor,False,malah nyalahin steam sebelum kamu pada bikin recok steam sudah punya rating dan tags mereka sendiri lagian igrs buat apa sih kalau bukan buat alat meras rating international kan sudah ada pake itu juga tidak masalah eh sok asik tapi ngaco dah balik sana gooning game nukitashi,[],0,1,276,47,0,89,0,0.4928,0.021,1,1.0,10.805,86,1.0,0.0,0.0,0.0,1,0,0.8047563,0.45731732,-0.058963325,-0.51098037,78,-1
2040929840363438503,2026-04-05 23:09:27+00:00,2,"Argumen para buzzer IGRS ""Melindungi pemain"" ini bullshit. Karna Steam sendiri age rating nya udah sangat akurat menurut gue. 

By default game game yang 18+ gak akan muncul kecual pengguna nya gak secara sadar lepasin filter.",2040929840363438503,,,in,,0,1,0,https://x.com/Howie3D/status/2040929840363438503,1849799907730960384,Howie3D,36,id,keep_id_anchor,False,argumen para buzzer igrs melindungi pemain ini bullshit karna steam sendiri age rating nya sudah sangat akurat menurut saya by default game game yang tidak akan muncul kecual pengguna nya tidak secara sadar lepasin filter,[],0,0,221,35,0,3,0,0.255,0.0223,1,0.5,10.771944444444445,86,0.0,0.0,0.0,0.0,1,0,0.8153194,0.42616478,-0.96388894,-1.1465088,83,-1
2040757110951322044,2026-04-05 23:01:51+00:00,8,@kurawa IGRS yg ngaco dan amburadul beserta komdigi yg inkompeten dan dongo lah yg seharusnya dievaluasi dan diperbaiki bukannya sewa buzzer macam anda yg kolot dan bodoh yg malah menyebarkan hoax dan menyalahkan steam 🤦🤦🤦🤦🤦,2040927927077138836,,kurawa,in,,0,0,0,https://x.com/scr3t1y/status/2040927927077138836,1168878743214903301,scr3t1y,34,id,keep_id_anchor,False,igrs yang ngaco dan amburadul beserta komdigi yang inkompeten dan dongo lah yang seharusnya dievaluasi dan diperbaiki bukannya sewa buzzer macam anda yang kolot dan bodoh yang malah menyebarkan hoax dan menyalahkan steam,[],0,1,220,33,0,8,0,0.3891,0.0119,1,1.0,10.645277777777778,86,1.0,0.0,0.0,0.0,1,0,0.8130597,0.39432317,0.4524603,-0.59635997,93,-1
2040927759313285500,2026-04-05 23:01:11+00:00,0,"Guys kalian kalo mau debat soal IGRS ke mana‑mana, sebaiknya baca dulu siaran pers resminya di sini : https://t.co/GpPA5N09Ev",2040927759313285500,,,in,,0,0,0,https://x.com/ilikeAK_47/status/2040927759313285500,1733448474425966592,ilikeAK_47,22,id,keep_id_anchor,False,guys kalian kalau mau debat soal igrs ke mana mana sebaiknya baca dulu siaran pers resminya di sini,[],0,0,99,18,0,0,1,0.9376,0.0158,1,1.0,10.634166666666667,86,0.0,0.0,0.0,0.0,2,1,0.9581189,0.2901494,0.5181893,0.25115848,94,-1
2040927513896194459,2026-04-05 23:00:12+00:00,0,"rating palsu apaan? lebih percaya rating steam lah dari pada igrs, lagian juga bisa-bisanya mau blokir game dengan cara ngasih rating ngasal, aneh",2040927513896194459,,,in,,0,0,0,https://x.com/naufalfauzan/status/2040927513896194459,368750452,naufalfauzan,24,id,keep_id_anchor,False,rating palsu apaan lebih percaya rating steam lah dari pada igrs lagian juga bisa bisanya mau blokir game dengan cara ngasih rating ngasal aneh,[],0,0,143,24,0,0,1,0.5159,0.0088,1,1.0,10.617777777777778,86,0.0,0.0,0.0,0.0,1,0,0.8645649,0.42008618,-0.6127772,-1.3199061,96,-1
2040757110951322044,2026-04-05 22:53:31+00:00,0,@kurawa Dari dulu steam udah punya label klasifikasi rating game juga. Kenapa perlu ada IGRS kalau begitu?,2040925833091784823,,kurawa,in,,0,0,0,https://x.com/TouriHaganashi/status/2040925833091784823,2615684046,TouriHaganashi,17,id,keep_id_anchor,False,dari dulu steam sudah punya label klasifikasi rating game juga mengapa perlu ada igrs kalau begitu,[],0,1,98,16,0,0,1,0.3704,0.0038,1,1.0,10.506388888888889,49,1.0,0.0,0.0,0.0,1,0,0.85421777,0.43148053,-1.8133771,-0.39331698,101,-1
2040925017886888289,2026-04-05 22:50:17+00:00,1,"Yang tolol IGRS yang disalahin steam, logikanya udah kebalik ini komdongo",2040925017886888289,,,in,,0,0,0,https://x.com/FKRSM_/status/2040925017886888289,844486463844564992,FKRSM_,11,id,keep_id_anchor,False,yang tolol igrs yang disalahin steam logikanya sudah kebalik ini komdongo,[],0,0,73,11,0,1,1,0.4762,0.0074,1,1.0,10.4525,49,0.0,0.0,0.0,0.0,0,0,0.8133566,0.33842024,1.6532844,-0.27683783,104,-1
2040922534414295491,2026-04-05 22:40:25+00:00,0,Siaran pers resmi mengenai sistem rating game dan IGRS di Steam. Silakan cek informasinya terlebih dahulu sebelum berpendapat lebih lanjut https://t.co/avHZxWMiga,2040922534414295491,,,in,,0,2,0,https://x.com/yolaisabella/status/2040922534414295491,2010156786146521091,yolaisabella,24,id,keep_id_anchor,False,siaran pers resmi mengenai sistem rating game dan igrs di steam silakan cek informasinya terlebih dahulu sebelum berpendapat lebih lanjut,[],0,0,137,20,0,2,0,0.5668,0.0177,1,1.0,10.288055555555555,49,0.0,0.0,0.0,0.0,1,0,0.9282067,0.41844037,-1.1364472,-0.059827283,111,-1
2040922107765567490,2026-04-05 22:38:43+00:00,0,Referensi resmi soal penerapan IGRS di Steam. Bisa dibaca dulu supaya pandangannya makin jelas dan lengkap https://t.co/bdUys0hJMi,2040922107765567490,,,in,,0,0,0,https://x.com/AndiniPutr79305/status/2040922107765567490,2019936823842414592,AndiniPutr79305,20,id,keep_id_anchor,False,referensi resmi soal penerapan igrs di steam bisa dibaca dulu supaya pandangannya makin jelas dan lengkap,[],0,0,105,16,0,0,1,0.3866,0.0104,1,1.0,10.259722222222223,49,0.0,0.0,0.0,0.0,1,0,0.8311374,0.28823525,-0.9813049,0.6784572,114,-1
2040921986978009169,2026-04-05 22:38:14+00:00,1,"Sistem rating yg ada di steam ini bukan cuma IGRS doang ya! Juga ada sistem lain kyk PEGI atau ESRB tapi ga ada yg salah rating!

Udah akui aja klo yg salah itu emang IGRS https://t.co/fpn441mbhQ",2040921986978009169,https://pbs.twimg.com/media/HFLPuwna8AAnn5C.jpg,,in,,0,0,0,https://x.com/ShoNakanoVtuber/status/2040921986978009169,1307704762050068481,ShoNakanoVtuber,39,id,keep_id_anchor,False,sistem rating yang ada di steam ini bukan cuma igrs doang ya juga ada sistem lain seperti pegi atau esrb tapi tidak ada yang salah rating sudah akui aja kalau yang salah itu emang igrs,[],0,0,184,35,0,1,1,0.4556,0.0295,2,0.6666666666666666,3.651666666666667,49,1.0,0.0,0.0,0.0,1,0,0.8322818,0.43873268,-0.7994066,-0.0639956,115,-1
2040921002411217379,2026-04-05 22:34:20+00:00,0,"Agar pembahasan soal IGRS &amp; rating gim di Steam tetap berdasarkan informasi yang jelas, berikut siaran pers resminya. Bisa dibaca dulu sebagai referensi: https://t.co/paK6ZEowsP",2040921002411217379,,,in,,0,0,0,https://x.com/sunshin53314704/status/2040921002411217379,1321816076515119106,sunshin53314704,27,id,keep_id_anchor,False,agar pembahasan soal igrs rating game di steam tetap berdasarkan informasi yang jelas berikut siaran pers resminya bisa dibaca dulu sebagai referensi,[],0,0,149,22,0,0,1,0.48,0.0154,1,1.0,10.186666666666667,49,0.0,0.0,0.0,0.0,1,0,0.9180511,0.42054412,-1.5499786,-0.05832023,117,-1
2040920805895491812,2026-04-05 22:33:33+00:00,0,"Jangan sampai salah informasi ini link resmisoal IGRS &amp; rating gim di Steam, https://t.co/Tmr6tL02hh",2040920805895491812,,,in,,0,0,0,https://x.com/etisulastr17672/status/2040920805895491812,1890397706763591680,etisulastr17672,17,id,keep_id_anchor,False,jangan sampai salah informasi ini link resmisoal igrs rating game di steam,[],0,0,74,12,0,0,1,0.4181,0.0121,1,1.0,10.17361111111111,49,0.0,0.0,0.0,0.0,1,0,0.8919585,0.42776796,-1.2203505,0.19489129,119,-1
2040920371709526261,2026-04-05 22:31:49+00:00,0,"Terlihat lagi ramai bahas game ""steam"" mengenai IGRS. Sempat cek webstenya, dan agak aneh game kayak beres-beres, seperti a little to the left dan unpacking kok malah diberi 3+? Beneran, kah, itu? Masa rating usianya itu untuk 3+? Ngaco banget.",2040920371709526261,,,in,,0,0,0,https://x.com/adi_wahyu35/status/2040920371709526261,748496282382045185,adi_wahyu35,41,id,keep_id_anchor,False,terlihat lagi ramai bahas game steam mengenai igrs sempat cek webstenya dan agak aneh game seperti beres beres seperti a little to the left dan unpacking kok malah diberi beneran kah itu masa rating usianya itu untuk ngaco banget,[],0,0,229,39,0,0,1,0.2547,0.0124,1,1.0,10.144722222222223,49,0.0,0.0,0.0,0.0,1,0,0.815886,0.46897665,-0.59076893,-0.80232316,121,-1
2040770347692081624,2026-04-05 22:29:32+00:00,1,"@alsjournall Iya, kemarin aku juga mikir gini karena kelihatannya IGRS ga punya sistem rating buat game yg harusnya ga ada rating semacam Rating Pending di sistem lain.

Jadi game yg belum isi bisa dapet 3+ biarpun isinya bermasalah",2040919794199974348,,alsjournall,in,,0,0,0,https://x.com/ShoNakanoVtuber/status/2040919794199974348,1307704762050068481,ShoNakanoVtuber,38,id,keep_id_anchor,False,iya kemarin aku juga mikir gini karena kelihatannya igrs tidak punya sistem rating buat game yang harusnya tidak ada rating semacam rating pending di sistem lain jadi game yang belum isi bisa dapet biarpun isinya bermasalah,[],0,1,223,36,0,1,1,0.3408,0.0256,2,0.6666666666666666,3.651666666666667,49,1.0,0.0,0.0,0.0,1,0,0.8183727,0.42263216,-1.1396314,-0.2876544,125,-1
2040918773444890964,2026-04-05 22:25:28+00:00,0,"‘Informasi ini betul resmi masalah IGRS &amp; rating gim di Steam, bisa jadi referensi biar info yang beredar lebih lengkap dan valid serta akurat kebenarannya  maka silahkan dicek di [link]’https://t.co/lpaabY1u8P",2040918773444890964,,,in,,0,0,0,https://x.com/Bambang65635601/status/2040918773444890964,1642534328155635713,Bambang65635601,34,id,keep_id_anchor,False,informasi ini betul resmi masalah igrs rating game di steam bisa jadi referensi biar info yang beredar lebih lengkap dan valid serta akurat kebenarannya maka silahkan dicek di link,[],0,0,180,29,0,0,1,0.5986,0.0113,1,1.0,10.03888888888889,49,0.0,0.0,0.0,0.0,1,0,0.8942218,0.43844733,-1.4505141,-0.058996882,128,-1
2040918356145078558,2026-04-05 22:24:04+00:00,1,"Jadi, antara pihak game ga jujur atau rating IGRS belum mengakomodasi kerumitan rating ini. Jadi jangan langsung nyalahin Steam kali.",2040918420473155946,,AHROOMEE,in,,0,0,0,https://x.com/AHROOMEE/status/2040918420473155946,26507363,AHROOMEE,20,id,keep_id_anchor,False,jadi antara pihak game tidak jujur atau rating igrs belum mengakomodasi kerumitan rating ini jadi jangan langsung nyalahin steam kali,[],0,1,133,20,0,1,1,0.3317,0.0238,3,1.0,9.781944444444445,49,0.0,0.0,0.0,0.0,1,0,0.8101078,0.40773717,-0.48368883,-0.8645092,130,-1
2040918356145078558,2026-04-05 22:23:49+00:00,1,"poin statement ini kalo dari logika gue kayak sistem cocoklogi—pihak game submit disclaimers secara mandiri di Steam, Steam implemented the IGRS rollout, rating IGRS secara otomatis dikenakan berdasarkan disclaimer apa masuknya ke rating apa. https://t.co/1wPEEX5Ry8",2040918356145078558,https://pbs.twimg.com/media/HFLMbSxbsAAl9TH.jpg,,in,,0,1,0,https://x.com/AHROOMEE/status/2040918356145078558,26507363,AHROOMEE,39,id,keep_id_anchor,False,poin statement ini kalau dari logika saya seperti sistem cocoklogi pihak game submit disclaimers secara mandiri di steam steam implemented the igrs rollout rating igrs secara otomatis dikenakan berdasarkan disclaimer apa masuknya ke rating apa,[],0,0,243,35,0,2,0,0.2801,0.0099,3,1.0,9.781944444444445,49,0.0,0.0,0.0,0.0,1,0,0.84774315,0.41543576,-1.4294106,-0.18076208,131,-1
2040645711650509022,2026-04-05 22:21:33+00:00,0,"@rayrestufauzi Rating IGRS yang muncul di Steam sekarang banyak yang masih tahap awal(self-declare dari developer) jadi belum final,masih bisa berubah setelah proses verifikasi lebih lanjut.Tujuannya buat melindungi pemain muda dan menata ekosistem game di Indonesia supaya lebih jelas dan sehat",2040917787506561414,,rayrestufauzi,in,,0,2,0,https://x.com/NganjukSun23590/status/2040917787506561414,1949393136725442560,NganjukSun23590,44,id,keep_id_anchor,False,rating igrs yang muncul di steam sekarang banyak yang masih tahap awal self declare dari developer jadi belum final masih bisa berubah setelah proses verifikasi lebih lanjut tujuannya buat melindungi pemain muda dan menata ekosistem game di indonesia supaya lebih jelas dan sehat,[],0,1,279,43,0,2,0,0.6153,0.0312,4,0.8,3.8466666666666667,49,4.0,0.0,0.0,0.0,1,1,0.9064754,0.4334221,-1.5122688,-0.14595258,136,-1
2040917770452476031,2026-04-05 22:21:29+00:00,0,"Ya Allah, IGRS ada buzzernya",2040917770452476031,,,in,,0,0,0,https://x.com/Raaaxer/status/2040917770452476031,1250412350777069570,Raaaxer,5,id,keep_id_anchor,False,ya allah igrs ada buzzernya,[],0,0,27,5,0,0,1,0.5888,0.0021,1,1.0,9.9725,49,0.0,0.0,0.0,0.0,0,0,0.9011446,0.3548218,1.3789186,0.7544923,137,-1
