conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,word_count_lang_source,detected_lang,language_filter_reason,is_language_noise,clean_text,identified_spam_words,is_spam,is_reply,text_length,word_count,is_short_noise,engagement_score,low_engagement_flag,content_dup_score,lexical_similarity_score,posting_freq_per_hour,temporal_burst_score,account_age_hours,unique_users_in_window,sna_out_deg,sna_in_deg,sna_betweenness,sna_clustering,cluster_id,is_coordinated,semantic_dup_score,semantic_similarity_score,pca_x,pca_y,annotation_id,manual_label,buzzer_prob,buzzer_flag,buzzer_label
2040941207430607085,2026-04-05 23:54:37+00:00,7,"Stafsus kementrian pinter2, pendidikannya tinggi2. Tapi ngomong sesederhana ""Maaf akan kami benahi"" gak mampu.
IGRS konsepnya bagus, tapi akui saja kalau implementasinya belum sempurna. Gw pribadi lebih respect pemerintah yg mau mengakui, minta maaf, lalu memperbaiki.",2040941207430607085,,,in,,0,0,1,https://x.com/mas_ittou/status/2040941207430607085,2831421151,mas_ittou,36,id,keep_id_anchor,False,stafsus kementrian pinter pendidikannya tinggi tapi ngomong sesederhana maaf akan kami benahi tidak mampu igrs konsepnya bagus tapi akui saja kalau implementasinya belum sempurna saya pribadi lebih respect pemerintah yang mau mengakui minta maaf lalu memperbaiki,[],0,0,262,36,0,8,0,0.2416,0.0147,1,1.0,11.524722222222222,86,0.0,0.0,0.0,0.0,-1,0,0.63226914,0.27647966,0.16715218,0.2361743,11,-1,0.0021335576,0,Non-Buzzer
2040757110951322044,2026-04-05 23:54:20+00:00,1,@kurawa IGRS itu ibarat orang sok asik yang mau nimbrung di sebuah komunitas yang sudah bertahun-tahun bahagia di bubblenya sendiri. Komdigi nganggur banget ya sampai komunitas kecil kaya gamers perlu direcokin? Judol pak sama Pinjol noh pak merenggut banyak nyawa rakyat kita.,2040941135695417531,,kurawa,in,,0,0,0,https://x.com/javafeedsss/status/2040941135695417531,1988540513843355648,javafeedsss,43,id,keep_id_anchor,False,igrs itu ibarat orang sok asik yang mau nimbrung di sebuah komunitas yang sudah bertahun tahun bahagia di bubblenya sendiri komdigi nganggur banget ya sampai komunitas kecil seperti gamers perlu direcokin judol pak sama pinjol noh pak merenggut banyak nyawa rakyat kita,[],0,1,269,42,0,1,1,0.4021,0.0136,1,0.5,11.52,86,2.0,0.0,0.0,0.0,-1,0,0.66462386,0.2934089,1.0915074,-0.89093757,12,-1,0.0031736768,0,Non-Buzzer
2040941008377012246,2026-04-05 23:53:49+00:00,0,"PNS komdongo fungsi video game beserta jajaran eselon 1-3 + meutya hafid mending mundur deh kata gue. Kek brosis gue tutup mata bikin karakter loncat loncat doang masih lebih pinter karakternya daripada lo semua.

+semua stakeholder dongo IGRS",2040941008377012246,,,in,,0,0,0,https://x.com/samarotsaha/status/2040941008377012246,1245228729669844992,samarotsaha,38,id,keep_id_anchor,False,pns komdongo fungsi video game beserta jajaran eselon meutya hafid mending mundur deh kata saya kek brosis saya tutup mata bikin karakter loncat loncat doang masih lebih pinter karakternya daripada kamu semua semua stakeholder dongo igrs,[],0,0,237,36,0,0,1,0.253,0.0146,1,1.0,11.511388888888888,86,0.0,0.0,0.0,0.0,-1,0,0.67830783,0.37039945,0.61084884,0.14043406,13,-1,0.0021735127,0,Non-Buzzer
2040940952106524909,2026-04-05 23:53:36+00:00,1,"IGRS di Steam Tuai Protes, Komdigi: Bukan Rating Resmi https://t.co/u6X0YSFcHE",2040940952106524909,,,in,,0,0,0,https://x.com/detikinet/status/2040940952106524909,135815019,detikinet,13,id,keep_id_anchor,False,igrs di steam tuai protes komdigi bukan rating resmi,[],0,0,52,9,0,1,1,1.0,0.0173,1,0.3333333333333333,11.507777777777777,86,0.0,0.0,0.0,0.0,-1,0,1.0000004,0.36745396,-0.12649019,0.39948604,14,-1,0.93372864,1,Buzzer
2040940759604732258,2026-04-05 23:52:50+00:00,0,Lord gaben turun gunung gara2 buzzer igrs,2040940759604732258,,,tl,,0,0,0,https://x.com/detoge/status/2040940759604732258,922327453,detoge,7,id,keep_id_anchor,False,lord gaben turun gunung gara buzzer igrs,[],0,0,40,7,0,0,1,0.5191,0.0105,1,1.0,11.495,86,0.0,0.0,0.0,0.0,-1,0,0.65569127,0.15794452,1.7948115,0.79679555,15,-1,0.001200333,0,Non-Buzzer
2040940336139436290,2026-04-05 23:52:43+00:00,0,"Lumayan nih lagi rame @kemkomdigi gara2 igrs, saya bisa bantu jadi buzzer",2040940731117060208,,kazuugi,in,,0,0,0,https://x.com/kazuugi/status/2040940731117060208,1992091042531979264,kazuugi,12,id,keep_id_anchor,False,lumayan ini lagi rame gara igrs saya bisa bantu jadi buzzer,[],0,1,59,11,0,0,1,0.4199,0.0105,1,1.0,11.493055555555555,86,0.0,0.0,0.0,0.0,-1,0,0.710171,0.29133433,0.8862419,0.17340551,16,-1,0.0015467022,0,Non-Buzzer
2040940579958464835,2026-04-05 23:52:07+00:00,0,igrs kata gue kebanyakan nyawit anjir,2040940579958464835,,,in,,0,0,0,https://x.com/chikxge/status/2040940579958464835,1573144753,chikxge,6,id,keep_id_anchor,False,igrs kata saya kebanyakan nyawit anjir,[],0,0,38,6,0,0,1,0.5657,0.0032,1,1.0,11.483055555555556,86,0.0,0.0,0.0,0.0,-1,0,0.5695389,0.27675718,0.6011373,0.768306,17,-1,0.001206846,0,Non-Buzzer
2040652848107815192,2026-04-05 23:51:29+00:00,0,"@CorySakti28011 @bansama https://t.co/akPMCqWNlt
Theres also this. Idk if the IGRS actually have their own review to audit this",2040940421141110861,,CorySakti28011,en,,0,0,0,https://x.com/Al38819917/status/2040940421141110861,1054540018927071232,Al38819917,21,en,keep_id_anchor,False,theres also this idk if the igrs actually have their own review to audit this,[],0,1,77,15,0,0,1,0.3118,0.0106,1,0.5,0.5088888888888888,86,2.0,0.0,0.0,0.0,-1,0,0.66526574,0.27073908,-1.2893898,1.1001451,18,-1,0.0016762256,0,Non-Buzzer
2040939925957468196,2026-04-05 23:49:31+00:00,0,"Nah ini dia, sebelum pada debat sana sini dan kemana mana tentang IGRS, ini nih ada penjelasan resminya langsung, bukan hoax hoax lagi. Ini nih link nya, langsung cek ya:

https://t.co/jCXU8cCZYS",2040939925957468196,,,in,,0,0,0,https://x.com/kocakterus88/status/2040939925957468196,1690693116049960960,kocakterus88,34,id,keep_id_anchor,False,nah ini dia sebelum pada debat sana sini dan kemana mana tentang igrs ini ini ada penjelasan resminya langsung bukan hoax hoax lagi ini ini link nya langsung cek ya,[],0,0,164,30,0,0,1,0.357,0.0118,1,1.0,11.439722222222223,86,0.0,0.0,0.0,0.0,-1,0,0.66901886,0.2937235,0.7083576,-0.074426346,19,-1,0.0024366053,0,Non-Buzzer
2040684902866411853,2026-04-05 23:49:01+00:00,0,@RRDelusi @PlaymenID gausah pake igrs jg lbh bagus. jd ga perlu diluruskan lg.,2040939800262525391,,RRDelusi,in,,0,0,0,https://x.com/rizkionalisme/status/2040939800262525391,90176624,rizkionalisme,13,id,keep_id_anchor,False,gausah pake igrs jg lbh bagus jd tidak perlu diluruskan lg,[],0,1,58,11,0,0,1,0.3546,0.0131,2,1.0,11.368333333333334,86,2.0,0.0,0.0,0.0,-1,0,0.557975,0.24417931,0.58888453,0.20842141,20,-1,0.0017891276,0,Non-Buzzer
2040939642082713697,2026-04-05 23:48:24+00:00,0,sumpah GAJEEE BGT APASIH IGRS?????,2040939642082713697,,,in,,0,0,0,https://x.com/melonacake/status/2040939642082713697,1367654750431289344,melonacake,5,id,keep_id_anchor,False,sumpah gajeee banget apasih igrs,[],0,0,32,5,0,0,1,0.6679,0.0017,1,1.0,11.421111111111111,86,0.0,0.0,0.0,0.0,0,0,0.84865034,0.29539093,1.6230278,0.82999015,21,-1,0.008873158,0,Non-Buzzer
2040939559522091021,2026-04-05 23:48:04+00:00,7,"IGRS looks like somthing useless coming out from trash org, such as Indonesian Govt",2040939559522091021,,,en,,0,0,2,https://x.com/SoundOfYogi/status/2040939559522091021,93882850,SoundOfYogi,14,en,keep_id_anchor,False,igrs looks like somthing useless coming out from trash orang such as indonesian govt,[],0,0,84,14,0,9,0,0.2705,0.0095,1,1.0,11.415555555555555,86,0.0,0.0,0.0,0.0,-1,0,0.69299334,0.28825554,-0.26086843,1.2134974,22,-1,0.0008568806,0,Non-Buzzer
2040939497827996017,2026-04-05 23:47:49+00:00,0,"that one mbak mbak IGRS bilang pasar gaming di Indo gede 😂 liatnya mobel lejen doang kali ye.. jelas2 banyak yg ga mampu beli game triple A, abis itu dia ngarepin developer buat ngeblur konten2 dewasa, pemikiran halu macam apa ini 😂 buat apa dr awal ada rating usiaa.. gblk",2040939497827996017,,,in,,0,0,0,https://x.com/caelumphrince/status/2040939497827996017,713928037,caelumphrince,48,id,keep_id_anchor,False,that one mbak mbak igrs bilang pasar gaming di indo gede liatnya mobel lejen doang kali ye jelas banyak yang tidak mampu beli game triple a abis itu dia ngarepin developer buat ngeblur konten dewasa pemikiran halu macam apa ini buat apa dari awal ada rating usiaa gblk,[],0,0,268,48,0,0,1,0.2099,0.0178,1,1.0,11.411388888888888,86,0.0,0.0,0.0,0.0,-1,0,0.7743162,0.3864939,-0.053348035,-0.8023238,23,-1,0.004668753,0,Non-Buzzer
2040939234484490667,2026-04-05 23:46:46+00:00,0,"Daripada debat soal IGRS nih coba baca dan pahami biar ga salah paham ya 😁
https://t.co/UBZIg1A2E2",2040939234484490667,,,in,,0,0,0,https://x.com/HaniB1220/status/2040939234484490667,1757900009314320385,HaniB1220,18,id,keep_id_anchor,False,daripada debat soal igrs ini coba baca dan pahami biar tidak salah paham ya,[],0,0,75,14,0,0,1,0.6019,0.021,1,1.0,11.393888888888888,86,0.0,0.0,0.0,0.0,-1,0,0.7355926,0.36522844,0.85227203,0.13732308,24,-1,0.008181348,0,Non-Buzzer
2040814604880949713,2026-04-05 23:45:42+00:00,18,"@ekawicaksana @kemkomdigi @DirektoriGim kenapa sih tiap ada masalah, buzzer yang dikeluarkan KOMDIGI tuh goblok2 banget y? mereka asal ngomong soal self-claim maupun self-declare tapi gak dicerna dulu. Indonesia tuh cuma 0,5% transaksinya d steam dan kenapa cuma IGRS doank yg bermasalah, rating lain fine2 aja",2040938965520519558,,ekawicaksana,in,,0,1,1,https://x.com/MFRcapture/status/2040938965520519558,840126594689593346,MFRcapture,48,id,keep_id_anchor,False,mengapa sih tiap ada masalah buzzer yang dikeluarkan komdigi itu goblok banget y mereka asal ngomong soal self claim maupun self declare tapi tidak dicerna dulu indonesia itu cuma transaksinya d steam dan mengapa cuma igrs doank yang bermasalah rating lain fine aja,[],0,1,265,43,0,20,0,0.336,0.0268,2,1.0,11.038055555555555,86,2.0,0.0,0.0,0.0,-1,0,0.72959447,0.3726563,0.36607423,-0.27029675,25,-1,0.0068290113,0,Non-Buzzer
2040823276428300710,2026-04-05 23:45:14+00:00,0,"@kukuhya @gilbhas halah kek igrs aja hrs nyewa buzzer. pake istilah ""melindungi anak"" lagi. tai kucing. anak2 dr dlu fun aja gaming tnpa rating. lu aja skrg yg pengen uangnya dr bisnis yg udah makin besar.",2040938846133924086,,kukuhya,in,,0,0,0,https://x.com/rizkionalisme/status/2040938846133924086,90176624,rizkionalisme,36,id,keep_id_anchor,False,halah kek igrs aja hrs nyewa buzzer pake istilah melindungi anak lagi tai kucing anak dari dlu fun aja gaming tnpa rating kamu aja sekarang yang pengen uangnya dari bisnis yang sudah makin besar,[],0,1,194,34,0,0,1,0.3886,0.0147,2,1.0,11.368333333333334,86,2.0,0.0,0.0,0.0,-1,0,0.6927748,0.40155655,0.610918,-0.41273302,26,-1,0.012269247,0,Non-Buzzer
2040757110951322044,2026-04-05 23:43:31+00:00,3,"@kurawa Buzzer idiot ngeles mulu, udah market indo kecil buat game PC banyak mau. Udah mending masih dapet pendapatan pajak orang beli game minta ini itu. Emang ga jelas aja tim IGRS nya coba tunjukin siapa? ga berani juga kan nuduh steam. Dari dulu ga ada masalah.",2040938416012165179,,kurawa,in,,0,0,1,https://x.com/wildanfird15/status/2040938416012165179,1586941852095508480,wildanfird15,47,id,keep_id_anchor,False,buzzer idiot ngeles mulu sudah market indo kecil buat game pc banyak mau sudah mending masih dapet pendapatan pajak orang beli game minta ini itu emang tidak jelas aja tim igrs nya coba tunjukin siapa tidak berani juga kan nuduh steam dari dulu tidak ada masalah,[],0,1,262,46,0,4,0,0.3753,0.033,2,1.0,11.339722222222223,86,2.0,0.0,0.0,0.0,-1,0,0.7611474,0.39699653,0.46309048,-1.208274,27,-1,0.029304635,0,Non-Buzzer
2040645711650509022,2026-04-05 23:43:00+00:00,0,"@rayrestufauzi Rating IGRS di Steam sekarang banyak yang masih data awal/selfdeclare dan itu  belum final, itu mengingatkan kita untuk melindungi pemain muda agar tidak terjerumus hal hal yang tidak baik. Tolong diperbaiki lagi IGRS sistemnya agar lebih stabil.",2040938286655627302,,rayrestufauzi,in,,0,3,0,https://x.com/andybalala19/status/2040938286655627302,1399951844000997378,andybalala19,39,id,keep_id_anchor,False,rating igrs di steam sekarang banyak yang masih data awal self declare dan itu belum final itu mengingatkan kita untuk melindungi pemain muda agar tidak terjerumus hal hal yang tidak baik tolong diperbaiki lagi igrs sistemnya agar lebih stabil,[],0,1,243,39,0,3,0,0.6437,0.0373,4,0.6666666666666666,3.713611111111111,86,5.0,0.0,0.0,0.0,1,1,0.94714737,0.4517325,-1.245884,-0.30552554,28,-1,0.9988514,1,Buzzer
2040757110951322044,2026-04-05 23:42:18+00:00,0,@kurawa oalah ini yang katanya pro-investasi tapi cuci tangannya dengan menyalahkan perusahaan asing (yang udah main jauh sebelum IGRS muncul),2040938106661265540,,kurawa,in,,0,0,0,https://x.com/biruwahidhan/status/2040938106661265540,1900375496845910016,biruwahidhan,21,id,keep_id_anchor,False,oalah ini yang katanya pro investasi tapi cuci tangannya dengan menyalahkan perusahaan asing yang sudah main jauh sebelum igrs muncul,[],0,1,133,20,0,0,1,0.3227,0.007,1,1.0,11.319444444444445,86,1.0,0.0,0.0,0.0,-1,0,0.58271587,0.2508562,0.7858617,-0.13942099,29,-1,0.00080519,0,Non-Buzzer
2040937925060567534,2026-04-05 23:41:34+00:00,3,"ESBN AND PEGI exist just to avoid kid playing games

IGRS literally had some games banne",2040937925060567534,,,en,,0,0,1,https://x.com/mesheviksus2/status/2040937925060567534,1503606175631175680,mesheviksus2,16,en,keep_id_anchor,False,esbn and pegi exist just to avoid kid playing games igrs literally had some games banne,[],0,0,87,16,0,4,0,0.3395,0.0088,1,1.0,11.307222222222222,86,0.0,0.0,0.0,0.0,-1,0,0.6979971,0.35280436,-0.3707186,-0.23598687,30,-1,0.0010611694,0,Non-Buzzer
2040937799072014594,2026-04-05 23:41:04+00:00,2,"Padahal steam jg udah ngasih rating sendiri dan itu udah sangat bagus, tinggal ngikut doang kan enak ga usah repot cape2 kerja 2x tuh si igrs",2040937799072014594,,,in,,0,0,0,https://x.com/p0litrick/status/2040937799072014594,606000080,p0litrick,26,id,keep_id_anchor,False,padahal steam jg sudah ngasih rating sendiri dan itu sudah sangat bagus tinggal ngikut doang kan enak tidak usah repot cape kerja x itu si igrs,[],0,0,143,26,0,2,0,0.24,0.0169,3,1.0,10.738333333333333,86,2.0,0.0,0.0,0.0,1,1,0.80308115,0.41196796,0.26434338,-0.48740923,31,-1,0.76691264,0,Non-Buzzer
2040937626547658874,2026-04-05 23:40:23+00:00,1,IGRS revolusioner banget memang. Sebuah gebrakan yang sangat dibutuhkan di Indonesia saat ini. https://t.co/SgNTakIRFa,2040937626547658874,https://pbs.twimg.com/media/HFLd9KBaIAAoxen.jpg,,in,,0,0,0,https://x.com/cherrya72836061/status/2040937626547658874,553209938,cherrya72836061,17,id,keep_id_anchor,False,igrs revolusioner banget memang sebuah gebrakan yang sangat dibutuhkan di indonesia saat ini,[],0,0,92,13,0,1,1,0.6303,0.0183,2,1.0,10.911111111111111,86,0.0,0.0,0.0,0.0,-1,0,0.6719106,0.19703051,0.09225834,0.53416866,32,-1,0.0029818066,0,Non-Buzzer
2040623629495611815,2026-04-05 23:39:40+00:00,0,@virtualballers Mau bikin IGRS dan semacamnya juga kalo masih ada yang jual game di Shopee mah gak ngaruh.,2040937447610306937,,virtualballers,in,,0,0,0,https://x.com/NUGreenFlag/status/2040937447610306937,1279810363391741953,NUGreenFlag,18,id,keep_id_anchor,False,mau bikin igrs dan semacamnya juga kalau masih ada yang jual game di shopee mah tidak ngaruh,[],0,1,92,17,0,0,1,0.531,0.0231,1,1.0,11.275555555555556,86,1.0,0.0,0.0,0.0,-1,0,0.69539624,0.29035652,0.7581898,-0.8324956,33,-1,0.0042123725,0,Non-Buzzer
2040937302332260804,2026-04-05 23:39:06+00:00,0,"block aja IGRS cuy, report",2040937302332260804,,,in,,0,0,0,https://x.com/meimeiajadeh/status/2040937302332260804,1407730914898046982,meimeiajadeh,5,es,keep_id_anchor,False,block aja igrs cuy report,[],0,0,25,5,0,0,1,0.5638,0.0015,2,1.0,11.2275,86,0.0,0.0,0.0,0.0,-1,0,0.5593008,0.20584457,-0.581569,1.7236929,34,-1,0.0012880063,0,Non-Buzzer
2040757110951322044,2026-04-05 23:38:21+00:00,1,"@kurawa Yakin steam yg ksh rating palsu? Ini ngomong stam stim tp jgn2 ga pernah menggunakan steam. Tolong lah klo mau regulasi suatu hal, mbok ya dimengerti dulu. Lama2 IGRS ga relevan dan cuman buat habis2in anggaran aja.",2040937116113547284,,kurawa,in,,0,0,0,https://x.com/PaulERS89/status/2040937116113547284,1603730063413096449,PaulERS89,38,id,keep_id_anchor,False,yakin steam yang ksh rating palsu ini ngomong stam stim tp jgn tidak pernah menggunakan steam tolong lah kalau mau regulasi suatu hal mbok ya dimengerti dulu lama igrs tidak relevan dan cuman buat habis in anggaran aja,[],0,1,218,38,0,1,1,0.2616,0.0192,1,1.0,11.25361111111111,86,1.0,0.0,0.0,0.0,1,0,0.8034821,0.39871532,-0.069945246,-0.46002558,35,-1,0.021498505,0,Non-Buzzer
2040936913104970110,2026-04-05 23:37:33+00:00,0,"Terkait dinamika IGRS dan kebijakan rating gim di platform Steam, rilis pers resmi berikut ini dapat menjadi referensi informasi yang valid untuk kita semua. https://t.co/vkZGKkmOiN",2040936913104970110,,,in,,0,0,0,https://x.com/Alfiatunisah/status/2040936913104970110,1753385506531160064,Alfiatunisah,28,id,keep_id_anchor,False,terkait dinamika igrs dan kebijakan rating game di platform steam rilis pers resmi berikut ini dapat menjadi referensi informasi yang valid untuk kita semua,[],0,0,156,24,0,0,1,0.3762,0.0157,1,1.0,11.240277777777777,86,0.0,0.0,0.0,0.0,1,0,0.8984697,0.411539,-1.1718043,-0.19357206,36,-1,0.9042737,1,Buzzer
