Id,Label,max_buzzer_prob,mean_buzzer_prob,n_tweets,n_buzzer_tweets,binary_label_gephi,sna_out_deg_max,sna_in_deg_max,content_dup_score_max,temporal_burst_score_max,in_degree,out_degree,degree_centrality,betweenness_centrality,closeness_centrality,pagerank,eigenvector_centrality
KacangWalnut,KacangWalnut,0.0011330314446240664,0.0011330314446240664,1,0,Non-Buzzer,0.0,0.0,0.7799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KalanaraDika,KalanaraDika,0.00817357562482357,0.00817357562482357,1,0,Non-Buzzer,0.0,0.0,0.2794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KasetMu25909,KasetMu25909,0.006234504748135805,0.006234504748135805,1,0,Non-Buzzer,1.0,0.0,0.7933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kayn77159766,Kayn77159766,0.28442317247390747,0.28442317247390747,1,0,Non-Buzzer,1.0,0.0,0.714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KenapaGwWNI,KenapaGwWNI,0.0035334122367203236,0.0035334122367203236,1,0,Non-Buzzer,1.0,0.0,0.5509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KenapeAje,KenapeAje,0.006816215813159943,0.006816215813159943,1,0,Non-Buzzer,1.0,0.0,0.3759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kentato_3,Kentato_3,0.0026697195135056973,0.0026697195135056973,1,0,Non-Buzzer,1.0,0.0,0.2388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KholiqArRazan,KholiqArRazan,0.005246879532933235,0.005246879532933235,1,0,Non-Buzzer,1.0,0.0,0.3529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KomariahKo26005,KomariahKo26005,0.9318886399269104,0.9318886399269104,1,1,Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kotaro_4844,Kotaro_4844,0.023007238283753395,0.023007238283753395,1,0,Non-Buzzer,0.0,0.0,0.8577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KrispyWater5,KrispyWater5,0.0033324032556265593,0.0033324032556265593,1,0,Non-Buzzer,0.0,0.0,0.3036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kritzkrieg__,Kritzkrieg__,0.0017698084702715278,0.0017698084702715278,1,0,Non-Buzzer,0.0,0.0,0.3294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KumekaGenzo77,KumekaGenzo77,0.19800220429897308,0.0675056129693985,9,0,Non-Buzzer,1.0,0.0,0.6653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kunyah_renyah,Kunyah_renyah,0.01444576121866703,0.01444576121866703,1,0,Non-Buzzer,1.0,1.0,0.6662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KuppaKingu_,KuppaKingu_,0.00114056293386966,0.00114056293386966,1,0,Non-Buzzer,0.0,0.0,0.3382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurirputaw,Kurirputaw,0.0020483091939240694,0.0020483091939240694,1,0,Non-Buzzer,0.0,0.0,0.3879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KuroNoLace,KuroNoLace,0.0011817861814051867,0.0011817861814051867,1,0,Non-Buzzer,1.0,0.0,0.3949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KvnBhgs,KvnBhgs,0.0009373060893267393,0.0009373060893267393,1,0,Non-Buzzer,0.0,0.0,0.3239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyloren86166601,Kyloren86166601,0.008347765542566776,0.008347765542566776,1,0,Non-Buzzer,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LXVCXXXLIXLVI,LXVCXXXLIXLVI,0.0017675487324595451,0.0017675487324595451,1,0,Non-Buzzer,1.0,0.0,0.3851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LazyrevilLeona,LazyrevilLeona,0.0008051900076679885,0.0008051900076679885,1,0,Non-Buzzer,1.0,0.0,0.3282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leefan_arashi,Leefan_arashi,0.026868291199207306,0.026868291199207306,1,0,Non-Buzzer,0.0,0.0,0.4696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LewatTolJORR,LewatTolJORR,0.002331365365535021,0.002331365365535021,1,0,Non-Buzzer,0.0,0.0,0.3314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lidik58,Lidik58,0.0009146669181063771,0.0008923022542148829,2,0,Non-Buzzer,1.0,0.0,0.4026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lie_Detektor,Lie_Detektor,0.0011606219923123717,0.0011606219923123717,1,0,Non-Buzzer,1.0,0.0,0.3377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lifanterra,Lifanterra,0.007389581762254238,0.007389581762254238,1,0,Non-Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lipssszzz____,Lipssszzz____,0.24472124874591827,0.18925398588180542,2,0,Non-Buzzer,2.0,0.0,0.595,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lord_Mudcrab95,Lord_Mudcrab95,0.0014106056187301874,0.0014106056187301874,1,0,Non-Buzzer,1.0,1.0,0.4712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lost_Ataraxia,Lost_Ataraxia,0.002504597185179591,0.002504597185179591,1,0,Non-Buzzer,0.0,0.0,0.3586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luthfimbaihaqi,Luthfimbaihaqi,0.0031938019674271345,0.0031938019674271345,1,0,Non-Buzzer,1.0,0.0,0.2705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFRcapture,MFRcapture,0.006829011254012585,0.005467931739985943,2,0,Non-Buzzer,2.0,0.0,0.336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJRTiger123,MJRTiger123,0.0011353007284924388,0.0011353007284924388,1,0,Non-Buzzer,1.0,0.0,0.2955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRidhonew16179,MRidhonew16179,0.998706579208374,0.9956958889961243,5,5,Buzzer,4.0,0.0,1.0,0.8,0.0,4.0,0.07017543859649122,0.0,0.0,0.010576251904360826,0.00016700366286787798
Mahisa_Aspartam,Mahisa_Aspartam,0.0017691674875095487,0.0017691674875095487,1,0,Non-Buzzer,0.0,0.0,0.2797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MangAgus_10,MangAgus_10,0.031222449615597725,0.031222449615597725,1,0,Non-Buzzer,1.0,3.0,0.4973,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marchelmar3,Marchelmar3,0.0014844501856714487,0.0014844501856714487,1,0,Non-Buzzer,0.0,0.0,0.388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MasJawaNinja,MasJawaNinja,0.5372166037559509,0.5372166037559509,1,0,Non-Buzzer,1.0,0.0,0.368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MengolianBeef,MengolianBeef,0.00243965070694685,0.0018004531739279628,2,0,Non-Buzzer,1.0,0.0,0.7982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MerahLarva,MerahLarva,0.0037929327227175236,0.0037929327227175236,1,0,Non-Buzzer,1.0,0.0,0.5076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mercatman_,Mercatman_,0.00586054939776659,0.003927317913621664,2,0,Non-Buzzer,2.0,0.0,0.7171,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MillastoElhart,MillastoElhart,0.0012452079681679606,0.0012452079681679606,1,0,Non-Buzzer,0.0,0.0,0.5482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirwanovich,Mirwanovich,0.008300562389194965,0.008300562389194965,1,0,Non-Buzzer,0.0,0.0,0.4444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MistharOzhima,MistharOzhima,0.001750859315507114,0.001750859315507114,1,0,Non-Buzzer,1.0,0.0,0.3656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MohQym68316,MohQym68316,0.9748122096061707,0.9748122096061707,1,1,Buzzer,0.0,0.0,0.8088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohha_haha,Mohha_haha,0.030698269605636597,0.030698269605636597,1,0,Non-Buzzer,1.0,0.0,0.7313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MrHighgrou79503,MrHighgrou79503,0.0012436001561582088,0.0012436001561582088,1,0,Non-Buzzer,1.0,1.0,0.6095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MuchBsyrry,MuchBsyrry,0.10443084686994553,0.05609803646802902,2,0,Non-Buzzer,0.0,0.0,0.3198,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyoKurt,MyoKurt,0.0011560528073459864,0.0011560528073459864,1,0,Non-Buzzer,1.0,0.0,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSaysInX,NSaysInX,0.009600307792425156,0.009600307792425156,1,0,Non-Buzzer,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUGreenFlag,NUGreenFlag,0.004212372470647097,0.004212372470647097,1,0,Non-Buzzer,1.0,0.0,0.531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NVT58232209,NVT58232209,0.010781205259263515,0.007215338759124279,2,0,Non-Buzzer,1.0,0.0,0.523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Naelep261,Naelep261,0.001713504083454609,0.001713504083454609,1,0,Non-Buzzer,1.0,0.0,0.3897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NavriW,NavriW,0.0029857985209673643,0.0029857985209673643,1,0,Non-Buzzer,0.0,0.0,0.3454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neibiiru,Neibiiru,0.0032321526668965816,0.0032321526668965816,1,0,Non-Buzzer,0.0,0.0,0.3617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neidhardtsensei,Neidhardtsensei,0.0008863182156346738,0.0008863182156346738,1,0,Non-Buzzer,1.0,0.0,0.2553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neogen176,Neogen176,0.009645036421716213,0.006181422155350447,2,0,Non-Buzzer,1.0,0.0,0.351,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neoleone3,Neoleone3,0.00253130029886961,0.00253130029886961,1,0,Non-Buzzer,0.0,0.0,0.4007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NganjukSun23590,NganjukSun23590,0.9988170862197876,0.9978929758071899,5,5,Buzzer,4.0,0.0,0.8445,0.8,0.0,4.0,0.07017543859649122,0.0,0.0,0.010576251904360826,0.00016700366286787798
NicknationGames,NicknationGames,0.16409353911876678,0.16409353911876678,1,0,Non-Buzzer,0.0,1.0,0.7087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nidech_E30,Nidech_E30,0.004045600071549416,0.004045600071549416,1,0,Non-Buzzer,1.0,0.0,0.4506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nisarahman2327,Nisarahman2327,0.9972261786460876,0.9723921418190002,3,3,Buzzer,1.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.017543859649122806,0.0,0.0,0.010576251904360826,0.00016700366286787798
Noireism,Noireism,0.0016516863834112883,0.0016516863834112883,1,0,Non-Buzzer,0.0,0.0,0.4597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NomerSi_ali,NomerSi_ali,0.01008536759763956,0.01008536759763956,1,0,Non-Buzzer,1.0,0.0,0.3657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NovendraKesuma,NovendraKesuma,0.0011969500919803977,0.0011969500919803977,1,0,Non-Buzzer,1.0,0.0,0.2139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NurdienAsslm,NurdienAsslm,0.001615574350580573,0.001615574350580573,1,0,Non-Buzzer,0.0,0.0,0.3778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nymeryion,Nymeryion,0.0014398702187463641,0.0014398702187463641,1,0,Non-Buzzer,0.0,0.0,0.3611,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONarsen,ONarsen,0.08612604439258575,0.08612604439258575,1,0,Non-Buzzer,0.0,0.0,0.3469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ObiWan_Catnobi,ObiWan_Catnobi,0.010158690623939037,0.010158690623939037,1,0,Non-Buzzer,0.0,0.0,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Official_Yanuar,Official_Yanuar,0.08215659111738205,0.08215659111738205,1,0,Non-Buzzer,1.0,0.0,0.4928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OpiniRakyatID,OpiniRakyatID,0.06263365596532822,0.03239094465970993,2,0,Non-Buzzer,2.0,0.0,0.7555,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orang_Tuwa,Orang_Tuwa,0.009582297876477242,0.009582297876477242,1,0,Non-Buzzer,0.0,0.0,0.625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OrbitSyndrome,OrbitSyndrome,0.005199593957513571,0.0036701164208352566,2,0,Non-Buzzer,2.0,0.0,0.4294,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Otaku_Anime_Ind,Otaku_Anime_Ind,0.006324071437120438,0.006324071437120438,1,0,Non-Buzzer,0.0,4.0,0.4088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OxygenSunshinee,OxygenSunshinee,0.030600925907492638,0.017869658768177032,2,0,Non-Buzzer,0.0,0.0,0.5877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCM56DAC,PCM56DAC,0.008861118927598,0.008861118927598,1,0,Non-Buzzer,1.0,0.0,0.528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPopurii,PPopurii,0.8611599206924438,0.8611599206924438,1,1,Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panathinatikos,Panathinatikos,0.006041374057531357,0.006041374057531357,1,0,Non-Buzzer,0.0,0.0,0.3321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ParkBowie,ParkBowie,0.13242973387241364,0.13242973387241364,1,0,Non-Buzzer,1.0,0.0,0.4226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PaulERS89,PaulERS89,0.021498505026102066,0.021498505026102066,1,0,Non-Buzzer,1.0,0.0,0.2616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pintu_Macet,Pintu_Macet,0.0032120172400027514,0.0032120172400027514,1,0,Non-Buzzer,0.0,0.0,0.4278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pirangunter21,Pirangunter21,0.0036032674834132195,0.0036032674834132195,1,0,Non-Buzzer,0.0,0.0,0.425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pito35386217,Pito35386217,0.0022737181279808283,0.0022737181279808283,1,0,Non-Buzzer,1.0,0.0,0.3433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PseudoMonious,PseudoMonious,0.0015385155566036701,0.0015385155566036701,1,0,Non-Buzzer,0.0,0.0,0.3452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Psychelockes,Psychelockes,0.0034541029017418623,0.0034541029017418623,1,0,Non-Buzzer,0.0,0.0,0.2501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PutriRahma32820,PutriRahma32820,0.9990345239639282,0.9871862530708313,6,6,Buzzer,5.0,0.0,0.6709,0.8333333333333334,0.0,5.0,0.08771929824561403,0.0,0.0,0.010576251904360826,0.00016700366286787798
Qilogram2420,Qilogram2420,0.07074200361967087,0.07074200361967087,1,0,Non-Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R4ZESKY,R4ZESKY,0.0075884293764829636,0.0075884293764829636,1,0,Non-Buzzer,0.0,0.0,0.5641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raaaxer,Raaaxer,0.017708400264382362,0.017708400264382362,1,0,Non-Buzzer,0.0,0.0,0.5888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafi09210,Rafi09210,0.01242656446993351,0.006189804058521986,3,0,Non-Buzzer,1.0,0.0,0.4164,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rahman_Denim72,Rahman_Denim72,0.0012286583660170436,0.0012286583660170436,1,0,Non-Buzzer,0.0,0.0,0.4895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RaisShawer,RaisShawer,0.009065812453627586,0.005769434850662947,2,0,Non-Buzzer,2.0,0.0,0.4249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RaisaFAl1329,RaisaFAl1329,0.004523503128439188,0.004523503128439188,1,0,Non-Buzzer,1.0,0.0,0.3031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ranti130920,Ranti130920,0.9987725615501404,0.7804502248764038,4,3,Buzzer,3.0,0.0,0.8088,0.75,0.0,2.0,0.03508771929824561,0.0,0.0,0.010576251904360826,0.00016700366286787798
RashkaLLC,RashkaLLC,0.02422093227505684,0.02422093227505684,1,0,Non-Buzzer,1.0,1.0,0.6226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RastianRizki,RastianRizki,0.0018339559901505709,0.0018339559901505709,1,0,Non-Buzzer,1.0,0.0,0.2915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ravness_,Ravness_,0.001688504358753562,0.001688504358753562,1,0,Non-Buzzer,1.0,0.0,0.3684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raza420691,Raza420691,0.01138980407267809,0.01138980407267809,1,0,Non-Buzzer,0.0,0.0,0.4929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red_Rackham87,Red_Rackham87,0.003174806712195277,0.003174806712195277,1,0,Non-Buzzer,1.0,0.0,0.4041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reejanuari,Reejanuari,0.9937852621078491,0.9937852621078491,1,1,Buzzer,0.0,0.0,0.7847,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rei_OnZ,Rei_OnZ,0.010303670540452003,0.006464138627052307,2,0,Non-Buzzer,1.0,0.0,0.5539,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReisaAmeli42101,ReisaAmeli42101,0.9640483856201172,0.9640483856201172,1,1,Buzzer,1.0,0.0,0.7113,1.0,0.0,1.0,0.017543859649122806,0.0,0.0,0.010576251904360826,0.00016700366286787798
Religuary,Religuary,0.0015833082143217325,0.0015833082143217325,1,0,Non-Buzzer,0.0,0.0,0.4312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RenoArifigar,RenoArifigar,0.0012829522602260113,0.0012829522602260113,1,0,Non-Buzzer,0.0,0.0,0.7955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reonyree,Reonyree,0.9077605605125427,0.9077605605125427,1,1,Buzzer,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reshidayu,Reshidayu,0.0032221702858805656,0.0032221702858805656,1,0,Non-Buzzer,1.0,0.0,0.5146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RhendySpine,RhendySpine,0.002084496896713972,0.002084496896713972,1,0,Non-Buzzer,1.0,0.0,0.3367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RiRuPizza,RiRuPizza,0.0678984597325325,0.0678984597325325,1,0,Non-Buzzer,0.0,0.0,0.5208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ridho262,Ridho262,0.0038783412892371416,0.0038783412892371416,1,0,Non-Buzzer,0.0,0.0,0.3114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rifqyhazard,Rifqyhazard,0.006983690429478884,0.006983690429478884,1,0,Non-Buzzer,0.0,0.0,0.4928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rikaa_key,Rikaa_key,0.03391062840819359,0.03391062840819359,1,0,Non-Buzzer,0.0,0.0,0.5137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rinto_edy,Rinto_edy,0.005180963780730963,0.0034269762691110373,3,0,Non-Buzzer,2.0,1.0,0.3871,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RioCvn,RioCvn,0.001687273383140564,0.001687273383140564,1,0,Non-Buzzer,1.0,0.0,0.406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RizkiTomooo,RizkiTomooo,0.001213609823025763,0.001213609823025763,1,0,Non-Buzzer,1.0,0.0,0.7528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RizkyArdia29527,RizkyArdia29527,0.9932360053062439,0.9932360053062439,1,1,Buzzer,0.0,0.0,0.5896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoadsidePleb,RoadsidePleb,0.0011797149199992418,0.0011797149199992418,1,0,Non-Buzzer,0.0,0.0,0.6965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RodzaAkbar_JpId,RodzaAkbar_JpId,0.059298884123563766,0.03926759958267212,2,0,Non-Buzzer,2.0,0.0,0.6603,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RosyiYi,RosyiYi,0.006460780743509531,0.006460780743509531,1,0,Non-Buzzer,1.0,0.0,0.5878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RuuRirina,RuuRirina,0.02261287532746792,0.01304631493985653,2,0,Non-Buzzer,0.0,0.0,0.605,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryand2727,Ryand2727,0.9182326197624207,0.9182326197624207,1,1,Buzzer,0.0,0.0,0.9539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAHRY013,SAHRY013,0.012019768357276917,0.012019768357276917,1,0,Non-Buzzer,1.0,0.0,0.4866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEAGamethetic,SEAGamethetic,0.002384383464232087,0.002384383464232087,1,0,Non-Buzzer,0.0,2.0,0.3827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEdit2321840,SEdit2321840,0.000804475974291563,0.000804475974291563,1,0,Non-Buzzer,1.0,0.0,0.2886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKspammer,SKspammer,0.0022333357483148575,0.0022333357483148575,1,0,Non-Buzzer,0.0,0.0,0.5238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOLDIERB00y,SOLDIERB00y,0.005179022438824177,0.005179022438824177,1,0,Non-Buzzer,0.0,0.0,0.5034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPayanadi,SPayanadi,0.9946566820144653,0.9946566820144653,1,1,Buzzer,0.0,0.0,0.5693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SabethAnge12086,SabethAnge12086,0.42299848794937134,0.42299848794937134,1,0,Non-Buzzer,0.0,0.0,0.5161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SageWoody46573,SageWoody46573,0.001874502981081605,0.001874502981081605,1,0,Non-Buzzer,0.0,0.0,0.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SaintSpectra,SaintSpectra,0.014157663099467754,0.014157663099467754,1,0,Non-Buzzer,0.0,0.0,0.4434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sanskertar,Sanskertar,0.0019241065019741654,0.0019241065019741654,1,0,Non-Buzzer,0.0,0.0,0.281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Segagoreng1107,Segagoreng1107,0.013749689795076847,0.013749689795076847,1,0,Non-Buzzer,1.0,0.0,0.5431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SenaRedo,SenaRedo,0.21619227528572083,0.10874839127063751,2,0,Non-Buzzer,0.0,0.0,0.4878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SerMorningstar,SerMorningstar,0.2512970566749573,0.2512970566749573,1,0,Non-Buzzer,0.0,0.0,0.3915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serenz0_,Serenz0_,0.2265533208847046,0.2265533208847046,1,0,Non-Buzzer,0.0,0.0,0.4706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SetiawanGab,SetiawanGab,0.008839431218802929,0.008839431218802929,1,0,Non-Buzzer,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SevensRoad77,SevensRoad77,0.003513285657390952,0.003513285657390952,1,0,Non-Buzzer,1.0,0.0,0.406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ShaniBudi,ShaniBudi,0.0029016039334237576,0.0029016039334237576,1,0,Non-Buzzer,0.0,2.0,0.4305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shihan047,Shihan047,0.004332349635660648,0.0034224800765514374,2,0,Non-Buzzer,1.0,0.0,0.4107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shikikan_Neko08,Shikikan_Neko08,0.0018490427173674107,0.0018490427173674107,1,0,Non-Buzzer,0.0,0.0,0.3113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ShinadeVT,ShinadeVT,0.043251655995845795,0.043251655995845795,1,0,Non-Buzzer,0.0,0.0,0.4183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shirogatana_,Shirogatana_,0.0018635890446603298,0.0018635890446603298,1,0,Non-Buzzer,1.0,0.0,0.3599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ShoNakanoVtuber,ShoNakanoVtuber,0.6256678700447083,0.25964221358299255,3,0,Non-Buzzer,1.0,0.0,0.4556,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SidikHamdani96,SidikHamdani96,0.9683769345283508,0.9683769345283508,3,3,Buzzer,2.0,0.0,1.0,1.0,0.0,2.0,0.03508771929824561,0.0,0.0,0.010576251904360826,0.00016700366286787798
Siestice,Siestice,0.000797021493781358,0.000797021493781358,1,0,Non-Buzzer,1.0,0.0,0.3483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sincan_cos,Sincan_cos,0.007373977918177843,0.007373977918177843,1,0,Non-Buzzer,0.0,0.0,0.4633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SircuTrito,SircuTrito,0.03219365328550339,0.01703527942299843,2,0,Non-Buzzer,0.0,0.0,0.3985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skalteer,Skalteer,0.0008857601787894964,0.0008857601787894964,1,0,Non-Buzzer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SorajimaAnzu,SorajimaAnzu,0.0033853785134851933,0.002534258645027876,2,0,Non-Buzzer,0.0,0.0,0.3591,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SoundOfYogi,SoundOfYogi,0.0008568806224502623,0.0008568806224502623,1,0,Non-Buzzer,0.0,0.0,0.2705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
