conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,word_count_lang_source,detected_lang,language_filter_reason,is_language_noise
1747603121126420824,2026-04-05 17:18:31+00:00,0,@gibran_tweet IGRS,2040841528118219063,,gibran_tweet,sl,,0,0,0,https://x.com/binalbinulbanal/status/2040841528118219063,4249868840,binalbinulbanal,2,nl,too_short_leq_2_words,True
2040582308789694688,2026-04-05 17:01:34+00:00,0,"@junwatu Yup Pelan-pelan ya, ini masih tahap awal, rating IGRS di Steam banyak yang self-declare, nanti juga dibenahi, niatnya kan baik untuk lindungi pemain muda 
""مَنْ صَبَرَ ظَفِرَ وَمَنْ سَارَ عَلَى الدَّرْبِ وَصَلَ""",2040837259646451946,,junwatu,ro,,0,0,0,https://x.com/SabethAnge12086/status/2040837259646451946,1937541734394949632,SabethAnge12086,49,id,foreign_script,True
2040307682222153928,2026-04-05 16:55:06+00:00,1,"@UPPCLLKO @CMOfficeUP @EMofficeUP @aksharmaBharat @mduppcl कुछ नहीं होता सर, मैंने आपके एसडीओ, जेई, सीनियर क्लर्क, सभी को शिकायत दी है, वे कहते हैं कि मेरे पास बिल में सुधार करने का समय नहीं है।IGRS दाखिल करने के बाद भी लोग अपनी रिपोर्ट विशेष क्लोजर में दाखिल करते हैं।",2040835632503885916,,UPPCLLKO,hi,,0,0,0,https://x.com/DHOOP9415/status/2040835632503885916,2013365003647361025,DHOOP9415,78,hi,foreign_lang_metadata_hi,True
2040835600316809634,2026-04-05 16:54:58+00:00,0,IGRS Kontol,2040835600316809634,,,sl,,0,0,0,https://x.com/bimagoezman/status/2040835600316809634,331470618,bimagoezman,2,fi,too_short_leq_2_words,True
2040833123852931561,2026-04-05 16:45:08+00:00,0,"Bruh whom behind of these IGRS (Indonesia Game Rating System) Ratings to these Melty Blood games, dafuq?

#MBTL #Melty #MBAACC
#メルブラ #月姫 #MeltyBlood
#Tsukihime #FGC https://t.co/p5rBzjReIS",2040833123852931561,https://pbs.twimg.com/media/HFJ-6UgawAAcE7H.jpg,,en,,0,0,0,https://x.com/Inssomniax/status/2040833123852931561,955784289639002112,Inssomniax,29,en,foreign_script,True
2040828009712910493,2026-04-05 16:24:48+00:00,0,IGRS kontol,2040828009712910493,,,sl,,0,0,0,https://x.com/fahrizi47/status/2040828009712910493,1980569683276492800,fahrizi47,2,fi,too_short_leq_2_words,True
2040824871408812151,2026-04-05 16:12:20+00:00,0,"@UPPCL @CMOfficeUP @UPGovt

ग्राम बरदहा, पाल चौराहा, राजभर बस्ती (भदोही) में पिछले कई सालो से बिजली के खम्भे और केबल नहीं लगाए गए हैं। 10–12 परिवार अस्थायी रूप से सड़क से 300 मीटर तक केबल खींचकर बिजली ले रहे हैं, जिससे दुर्घटना का खतरा बना हुआ है।
#IGRS #UPElectricity #Bhadohi https://t.co/5r4gR6jBMY",2040824871408812151,https://pbs.twimg.com/media/HFJ3TL1b0AAzoZJ.jpg,UPPCL,hi,,0,0,0,https://x.com/_pradeep_sir/status/2040824871408812151,799516077663330304,_pradeep_sir,83,hi,foreign_lang_metadata_hi,True
2040824154862026924,2026-04-05 16:09:29+00:00,0,IGRS kontol,2040824154862026924,,,sl,,0,0,0,https://x.com/lunerora/status/2040824154862026924,1734776858112102400,lunerora,2,fi,too_short_leq_2_words,True
2040816040784056336,2026-04-05 15:37:15+00:00,0,IGRS kontol,2040816040784056336,,,sl,,0,0,0,https://x.com/zulfikar_k360ib/status/2040816040784056336,1311843980636643328,zulfikar_k360ib,2,fi,too_short_leq_2_words,True
2040815796730179771,2026-04-05 15:36:17+00:00,0,IGRS anjing,2040815796730179771,,,sl,,0,0,0,https://x.com/AlghifariGempar/status/2040815796730179771,1811057167715459072,AlghifariGempar,2,hr,too_short_leq_2_words,True
2040814587080273942,2026-04-05 15:31:28+00:00,0,@CMOfficeUP प्रयागराज वार्ड 59से  मैने अपने एरिया की रोड के लिए igrs किया जो मुझसे बिना मिले बिना फोन किए अपने ही आप अधिकारियों ने निस्तारण कर लिया न रोड बनाई न ही फोन किया यहां बहुत दिक्कतहै सर आप ही बताए हम लोगों को बहुत दिक्कतें होती है सर प्लीज मदद करें आखिरी उम्मीद आप है https://t.co/6RyN3EzpE9,2040814587080273942,https://pbs.twimg.com/media/HFJuDTgaEAA9v9d.jpg,CMOfficeUP,hi,,0,0,0,https://x.com/YavendraSingh11/status/2040814587080273942,1165943845399302144,YavendraSingh11,102,hi,foreign_lang_metadata_hi,True
2040813591226700068,2026-04-05 15:27:31+00:00,0,Igrs tolol,2040813591226700068,,,sl,,0,0,0,https://x.com/FauziRasyidin/status/2040813591226700068,875633654,FauziRasyidin,2,en,too_short_leq_2_words,True
2040813440542109836,2026-04-05 15:26:55+00:00,0,IGRS kontol,2040813440542109836,,,sl,,0,0,0,https://x.com/ArielAlthav/status/2040813440542109836,818068624179007489,ArielAlthav,2,fi,too_short_leq_2_words,True
2040811736429928756,2026-04-05 15:20:09+00:00,0,igrs guoblok,2040811736429928756,,,lt,,0,0,0,https://x.com/3pmatevening/status/2040811736429928756,1711525872870842368,3pmatevening,2,lt,too_short_leq_2_words,True
2040803800676766165,2026-04-05 14:48:37+00:00,0,IGRS Kontol,2040803800676766165,,,sl,,0,0,0,https://x.com/CedricJuna/status/2040803800676766165,493063623,CedricJuna,2,fi,too_short_leq_2_words,True
2040802930140532832,2026-04-05 14:45:09+00:00,0,IGRS kontol,2040802930140532832,,,sl,,0,0,0,https://x.com/phantomcubicle/status/2040802930140532832,1861343752360775680,phantomcubicle,2,fi,too_short_leq_2_words,True
2040802649185120373,2026-04-05 14:44:02+00:00,1,IGRS :,2040802649185120373,,,sl,,0,0,0,https://x.com/deussamurai/status/2040802649185120373,1767751971786960896,deussamurai,1,en,too_short_leq_2_words,True
2040770637183217794,2026-04-05 14:37:03+00:00,1,@NoidaUpdatesX Best way ghar baithe jitne log tweet kar rahe hai utne sabhi log apni taraf se  IGRS tab tak dalo jab tak govt haa ya na kah de,2040800890731614281,,NoidaUpdatesX,hi,,0,1,0,https://x.com/lucky9451/status/2040800890731614281,478441002,lucky9451,29,id,foreign_lang_metadata_hi,True
2040798877130141814,2026-04-05 14:29:03+00:00,0,IGRS KONTOL,2040798877130141814,,,sl,,0,0,0,https://x.com/yuu_nekobat/status/2040798877130141814,1532651559548768258,yuu_nekobat,2,id,too_short_leq_2_words,True
2040798494370435519,2026-04-05 14:27:31+00:00,0,IGRS kontol,2040798494370435519,,,sl,,0,0,0,https://x.com/y9x1c2b3/status/2040798494370435519,54774043,y9x1c2b3,2,fi,too_short_leq_2_words,True
2040794943946711298,2026-04-05 14:13:25+00:00,1,IGRS KONTOL,2040794943946711298,,,sl,,0,0,0,https://x.com/n4pp3rzzz/status/2040794943946711298,1640289866809491456,n4pp3rzzz,2,id,too_short_leq_2_words,True
2040793361771360370,2026-04-05 14:07:08+00:00,0,"@dmayodhya @UPGovt @CMOfficeUP
Sriman, Gram Panchayat Magrejanagar (Rudauli) mein interlocking road poori tarah toot chuki hai (Photo dekhein). IGRS No. 40017726016082 par adhikari ne jhoothi report lagayi hai ki raasta sahi hai'. Portal par feedback bhi block kar diya gaya hai https://t.co/kAufhyMoTh",2040793361771360370,https://pbs.twimg.com/media/HFJavzQbwAArygS.jpg,dmayodhya,hi,,0,0,0,https://x.com/fire_free75082/status/2040793361771360370,2014927980569755653,fire_free75082,45,id,foreign_lang_metadata_hi,True
2040793255886119220,2026-04-05 14:06:42+00:00,0,FUCK IGRS,2040793255886119220,,,et,,0,0,0,https://x.com/arnoediad/status/2040793255886119220,1296569292318638080,arnoediad,2,en,too_short_leq_2_words,True
2040791987872514341,2026-04-05 14:01:40+00:00,0,"श्री मान up पुलिस कृपा करें मेरी चार्ज शीट या फ़ाइल कोर्ट में नहीं पहुंची है  IGRS, और high कोर्ट के आदेश बाद भी सुनवाई नहीं हो रहीं है कृपा करके फ़ाइल कोर्ट में दाखिल करवा दिया जाए धन्यवाद @Uppolice @DCPGNagarPRJ @myogioffice @myogiadityanath @DM_PRAYAGRAJ @dgpup https://t.co/hANbcNorrT",2040791987872514341,https://pbs.twimg.com/media/HFJZe6-bMAEsX_f.jpg,,hi,,0,0,0,https://x.com/KanhaiyaYa51547/status/2040791987872514341,1692135569458143232,KanhaiyaYa51547,78,hi,foreign_lang_metadata_hi,True
2040791791440662571,2026-04-05 14:00:53+00:00,1,IGRS KONTOL,2040791791440662571,,,sl,,0,1,0,https://x.com/cegilnyaxiangli/status/2040791791440662571,1775585590089744385,cegilnyaxiangli,2,id,too_short_leq_2_words,True
2040789524507447308,2026-04-05 13:51:53+00:00,0,IGRS Kontol,2040789524507447308,,,sl,,0,0,0,https://x.com/akfrshvn/status/2040789524507447308,1165610693321584640,akfrshvn,2,fi,too_short_leq_2_words,True
2040788758531063920,2026-04-05 13:48:50+00:00,0,IGRS SIALAN,2040788758531063920,,,in,,0,0,0,https://x.com/KuNekobalt/status/2040788758531063920,1302205592337965056,KuNekobalt,2,de,too_short_leq_2_words,True
2040779860147368358,2026-04-05 13:13:29+00:00,0,IGRS dongo,2040779860147368358,,,es,,0,0,0,https://x.com/djarinjedi/status/2040779860147368358,495595381,djarinjedi,2,tl,too_short_leq_2_words,True
2040777663477125327,2026-04-05 13:04:45+00:00,0,"बाराबंकी के हैदरगढ़ में स्मार्ट मीटर घोटाला!
SDO को आवेदन, पुराने मीटर का प्रमाण, IGRS व 1912 शिकायत के बाद भी बिल सही नहीं आम उपभोक्ता परेशान, विभाग चुप
क्या ऐसे ही होगा डिजिटल सिस्टम का सच?
@UPPCLLKO @UPGovt @dmbaraBanki
#SmartMeterScam #BijliBill #UPPCL #Barabanki #Haidergarh https://t.co/SrQ0SSZCDv",2040777663477125327,https://pbs.twimg.com/media/HFJMcejaUAEj78Z.jpg,,hi,,0,1,0,https://x.com/AnuragM20249428/status/2040777663477125327,1581690074747441152,AnuragM20249428,82,hi,foreign_lang_metadata_hi,True
2040773375157756134,2026-04-05 12:47:44+00:00,0,"की धमकी - तत्काल कार्यवाही की मांग।
महोदय, प्रार्थी अलाउद्दीन से दाखिल-खारिज के बदले रिश्वत मांगी जा रही है। शिकायत करने पर लेखपाल जान से मारने की धमकी दे रहा है। प्रार्थी के पास ऑडियो साक्ष्य मौजूद है। कृपया संज्ञान लें।
शिकायत संख्या: IGRS 40014326014304
स्थान: पिलखना, अलीगढ़",2040773382808215934,,YaseenA22005575,hi,,0,0,0,https://x.com/YaseenA22005575/status/2040773382808215934,1534912263517523968,YaseenA22005575,96,hi,foreign_lang_metadata_hi,True
2040767645990137895,2026-04-05 12:24:57+00:00,0,IGRS kontol,2040767645990137895,,,sl,,0,0,0,https://x.com/Ihsanmp/status/2040767645990137895,106362783,Ihsanmp,2,fi,too_short_leq_2_words,True
2040767304552853530,2026-04-05 12:23:35+00:00,0,IGRS KONTOL,2040767304552853530,,,sl,,0,0,0,https://x.com/0p_py/status/2040767304552853530,1487885105888915456,0p_py,2,id,too_short_leq_2_words,True
2041415854383133089,2026-04-07 23:49:18+00:00,0,"@ACOUPPolice @Uppolice ऐंनपुर सरैया वीरान धनपत गंज के जो लेखपाल है उनके पास जादुई कलम है। शिकायत करने के,1 दिन पहले एडवांस में रिपोर्ट दे देते है। IGRS ki jिसके साक्ष्य मौजूद है।",2041664645782761606,,ACOUPPolice,hi,,0,0,0,https://x.com/Dharmen2008/status/2041664645782761606,541469440,Dharmen2008,59,hi,foreign_lang_metadata_hi,True
2041459753201590319,2026-04-07 21:11:29+00:00,2,@RampurDm श्रीमान IGRS की #फर्जी_रिपोर्ट लगाने वाले #कर्मचारियों  पर भी कार्रवाई  होनी चाहिए @myogioffice जी आदेश पर भी प्रशासन को गुमराह कर #फर्जीदस्तावेज तैयार करने वाले #हिदायत_नबी पर @MyGov_UP @UPGovt @dgpup @Uppolice  FIR  करने से क्यों बच रहे हैं #योगीजी आदेशो का घोर उलंघन है https://t.co/s5PY5i1F05,2041624929750380901,https://pbs.twimg.com/media/HFVO82YbQAAmbVA.jpg,RampurDm,hi,,0,0,2,https://x.com/NabiTurki/status/2041624929750380901,1573292934224842752,NabiTurki,89,hi,foreign_lang_metadata_hi,True
2041397931870478709,2026-04-07 21:05:45+00:00,0,@RampurDm श्रीमान IGRS की #फर्जी_रिपोर्ट लगाने वाले #कर्मचारियों  पर भी कार्रवाई  होनी चाहिए @myogioffice जी आदेश पर भी प्रशासन को गुमराह कर #फर्जीदस्तावेज तैयार करने वाले #हिदायत_नबी पर @MyGov_UP @UPGovt @dgpup @Uppolice  FIR  करने से क्यों बच रहे हैं #योगीजी आदेशो का घोर उलंघन है,2041623487387988465,,RampurDm,hi,,0,0,0,https://x.com/NabiTurki/status/2041623487387988465,1573292934224842752,NabiTurki,85,hi,foreign_lang_metadata_hi,True
2041623311197892789,2026-04-07 21:05:03+00:00,0,श्रीमान IGRS की #फर्जी_रिपोर्ट लगाने वाले #कर्मचारियों  पर भी कार्रवाई  होनी चाहिए @myogioffice जी आदेश पर भी प्रशासन को गुमराह कर #फर्जीदस्तावेज तैयार करने वाले #हिदायत_नबी पर @MyGov_UP @UPGovt @dgpup @Uppolice  FIR  करने से क्यों बच रहे हैं #योगीजी आदेशो का घोर उलंघन है,2041623311197892789,,,hi,,0,0,0,https://x.com/NabiTurki/status/2041623311197892789,1573292934224842752,NabiTurki,84,hi,foreign_lang_metadata_hi,True
2041492716010487997,2026-04-07 21:03:13+00:00,1,@RampurDm श्रीमान IGRS की #फर्जी_रिपोर्ट लगाने वाले #कर्मचारियों  पर भी कार्रवाई  होनी चाहिए @myogioffice जी आदेश पर भी प्रशासन को गुमराह कर #फर्जीदस्तावेज तैयार करने वाले #हिदायत_नबी पर @MyGov_UP @UPGovt @dgpup @Uppolice  FIR  करने से क्यों बच रहे हैं #योगीजी आदेशो का घोर उलंघन है https://t.co/2v6RLjDQg0,2041622848956199136,https://pbs.twimg.com/media/HFVNIuka8AM6hYq.jpg,RampurDm,hi,,0,0,1,https://x.com/NabiTurki/status/2041622848956199136,1573292934224842752,NabiTurki,89,hi,foreign_lang_metadata_hi,True
2041459753201590319,2026-04-07 20:34:25+00:00,3,@RampurDm @CMOfficeUP @MyGov_UP @UPGovt @ChiefSecyUP @RampurDm  महोदय आपके #तहसील_स्वार में IGRS की अधिकारी #फर्जी_रिपोर्ट लगा रहे हैं इन पर भी #कार्रवाई कर दीजिए कोर्ट चले जाओ यह कह देना जनता के लिए आपको शोभा नहीं देता आप भी जन्ता के सेबक हो please action 🙏 @SPD_DEORIA @Ramji6077865456 https://t.co/5Rf0RJvwIA,2041615601945473124,https://pbs.twimg.com/media/HFVGU6waYAABGGJ.jpg,RampurDm,hi,,0,0,1,https://x.com/NabiTurki/status/2041615601945473124,1573292934224842752,NabiTurki,75,hi,foreign_lang_metadata_hi,True
2041456220075409706,2026-04-07 19:14:07+00:00,1,"@bstvlive @mirzapurpolice अब तक , जनपद मिर्जापुर में! समस्त विभागों ने ,जितने भी IGRS की शिकायतों का निस्तारण समाधान सुनिश्चित योजना में रिपोर्ट लगा कर , शिकायतों का निस्तारण समाधान कर दिया है! अगर उन सब की निष्पक्ष स्वतंत्र जांच सुनिश्चित हो तो ,९८% फर्जी निस्तारण समाधान सुनिश्चित निकलेगा 🤔⁉️",2041595393172250807,,bstvlive,hi,,0,0,0,https://x.com/sanjaypatijp/status/2041595393172250807,625357632,sanjaypatijp,101,hi,foreign_lang_metadata_hi,True
2041595281360482425,2026-04-07 19:13:40+00:00,1,"हम इस ""गोल-मोल"" जवाब को कतई स्वीकार नहीं करेंगे।

​@dm_ghaziabad @UPGovt @ChiefSecyUP @PavitraKNR 

नगर पालिका प्रशासन जवाब दे!

​#Khoda #Ghaziabad #Corruption #PublicSafety #UttarPradesh #IGRS #NagarPalikaKhoda #BhartiyaAamJanSeva",2041595281360482425,,,hi,,0,0,0,https://x.com/shyam3_sunder/status/2041595281360482425,713746808674066433,shyam3_sunder,39,id,foreign_lang_metadata_hi,True
2041594641603293280,2026-04-07 19:11:08+00:00,1,"खोड़ा नगर पालिका का ""अजीबोगरीब"" कारनामा! 😡

​जनता टैक्स भरती है ब्रांडेड और सुरक्षित MCB के लिए, लेकिन जमीन पर लगाए जा रहे हैं सस्ते और लोकल स्विच। जब इसकी शिकायत की गई (IGRS संख्या: 40014026016041), तो अवर अभियंता (JE) नवनीत गुप्ता जी का जवाब और भी चौंकाने वाला है! https://t.co/OPVBUoJRfg",2041594641603293280,https://pbs.twimg.com/media/HFUzf42boAA8BsW.jpg,,hi,,1,1,0,https://x.com/shyam3_sunder/status/2041594641603293280,713746808674066433,shyam3_sunder,91,hi,foreign_lang_metadata_hi,True
2041587919887143032,2026-04-07 18:44:25+00:00,4,समन्वित शिकायत निवारण प्रणाली (IGRS) के अन्तर्गत #SPLalitpur @IPSMdMustaque के निर्देशन में जनपद में जनशिकायतों के निस्तारण में प्रदेश के समस्त थानों की रैकिंग में ललितपुर पुलिस के 14 थानों को मिला प्रथम स्थान । https://t.co/BWsaBdKc2f,2041587919887143032,https://pbs.twimg.com/media/HFUtZL5a0AAMkve.jpg,,hi,,0,0,3,https://x.com/lalitpurpolice/status/2041587919887143032,1474255698,lalitpurpolice,71,hi,foreign_lang_metadata_hi,True
2041587765989831106,2026-04-07 18:43:48+00:00,0,"9 फरवरी 2026 तक 3765 रु बिल जमा करना शेष था लेकिन 2 दिन बाद 12260 रु गलत बिल आ गया 1 माह पहले मीटर भी बदला जा चुका है 200 ट्वीट, 1912 पर बीस बार कॉल, IGRS सब जगह शिकायत करने के बाद कार्यवाही शून्य @UPPCLLKO @MVVNLHQ द्वारा फर्जी/झूठी आख्या लगा दी जा रही है मो 6393767364 https://t.co/r4yUA2RVn9",2041587765989831106,https://pbs.twimg.com/media/HFUtPDsa8AMK8nm.jpg,,hi,,0,1,0,https://x.com/Aadi1635890/status/2041587765989831106,1910238210627940352,Aadi1635890,91,hi,foreign_lang_metadata_hi,True
2040864203540463815,2026-04-07 17:52:55+00:00,0,@haetenai @animetrends 理由はもっともらしく聞こえるかもしれないが、IGRSの設立は実際にはインドネシアのゲーム産業の発展ではなく、インドネシアの政治的利益のみを目的としている。私がそう言うのは、私がインドネシア人だからです。私たちは、国に害を及ぼす腐敗した役人と頻繁に衝突します。,2041574958615425244,,haetenai,ja,,0,0,0,https://x.com/kirayamineos24/status/2041574958615425244,1497765998459768833,kirayamineos24,9,ja,foreign_lang_metadata_ja,True
2041573694217318586,2026-04-07 17:47:53+00:00,2,#JhansiPolice  प्रदेश स्तरीय IGRS निस्तारण रैंकिंग में जनपद झाँसी एवं जनपद के समस्त 25/26 थानो को लगातार मार्च माह में भी प्रथम-स्थान प्राप्त हुआ। https://t.co/kj8PTkwDr7,2041573694217318586,https://pbs.twimg.com/media/HFUgWfia8AEIlVb.png,,hi,,0,1,2,https://x.com/jhansipolice/status/2041573694217318586,1471554966,jhansipolice,54,hi,foreign_lang_metadata_hi,True
2041573174492721455,2026-04-07 17:45:50+00:00,0,"当然のことだ。IGRSの職員は金に目がくらんだ無能な祖父ばかりなのだから！😊💢
もっと正確に言うと、批判されることを嫌い、責任を取ろうとしない腐敗した政治家たちだ！ 😊💢
実際、彼らはファミリー向けゲームとヘンタイゲームの区別すらつかない！真面目な仕事よりも金儲けを優先するんだ！ 😠💢",2041573174492721455,,,ja,,0,1,0,https://x.com/kirayamineos24/status/2041573174492721455,1497765998459768833,kirayamineos24,8,ja,foreign_lang_metadata_ja,True
2041570725199577452,2026-04-07 17:36:06+00:00,0,"महराजगं
SP शक्ति मोहन अवस्थी ने पदभार ग्रहण करते ही चलाया जादुई छड़ी
महराजगंज पुलिस ने टॉप किया प्रदेश
IGRS निस्तारण में मार्च माह की रैंकिंग में 
जनपद के सभी थानों ने भी प्रदेश में लहराया परचम
SP के नेतृत्व में महराजगंज पुलिस के लिए गौरव का क्षण
@maharajganjpol https://t.co/VXUEdGsozP",2041570725199577452,https://pbs.twimg.com/media/HFUdv85a8AIfVjk.jpg,,hi,,0,1,0,https://x.com/AajKiBatkahi/status/2041570725199577452,1973432783415709696,AajKiBatkahi,92,hi,foreign_lang_metadata_hi,True
2041570525676552416,2026-04-07 17:35:18+00:00,2,"जन शिकायतों के निस्तारण (IGRS) में बरेली पुलिस ने लगातार चौथी बार प्रथम स्थान प्राप्त किया।
#UPPolice https://t.co/d7oqHOcYCP",2041570525676552416,https://pbs.twimg.com/media/HFUdaiWa8AMP3yx.jpg,,hi,,0,0,1,https://x.com/bareillypolice/status/2041570525676552416,1479774662,bareillypolice,40,hi,foreign_lang_metadata_hi,True
2041564065034858608,2026-04-07 17:09:38+00:00,1,"📍महराजगंज पुलिस के लिए गौरव का क्षण
📍समयबद्ध तरीके से मामलों का निपटारा कर महराजगंज पुलिस ने जनता का जीता भरोसा
📍प्रदेश में अव्वल स्थान आने पर पर SP ने समस्त SHO/SO को 1000 - 1000 व IGRS निस्तारण पुलिस कर्मियों को 500 - 500 रुपये की नगद प्रोत्साहन राशि वितरण का दिया निर्देश।",2041564067710824675,,UptvSamachar,hi,,0,0,1,https://x.com/UptvSamachar/status/2041564067710824675,1273315208052629504,UptvSamachar,95,hi,foreign_lang_metadata_hi,True
2041564065034858608,2026-04-07 17:09:38+00:00,3,"ब्रेकिंग || महराजगंज
📍SP शक्ति मोहन अवस्थी ने पदभार ग्रहण करते ही चलाया जादुई छड़ी
📍IGRS निस्तारण में मार्च माह की रैंकिंग में महराजगंज पुलिस ने टॉप किया प्रदेश
📍जनपद के सभी थानों ने भी प्रदेश में लहराया परचम, उत्कृष्ट प्रदर्शन में प्रथम स्थाम
1/2
#Maharajganj @maharajganjpol https://t.co/vCZKc0Le4A",2041564065034858608,https://pbs.twimg.com/media/HFUXsVba8AMpRRl.jpg,,hi,,0,1,1,https://x.com/UptvSamachar/status/2041564065034858608,1273315208052629504,UptvSamachar,92,hi,foreign_lang_metadata_hi,True
2041551221044162835,2026-04-07 16:55:03+00:00,1,"@CMOfficeUP @myogiadityanath @CMHelpline1076 बंद कर देना चाहिए IGRS और PMO का कंप्लैन सिस्टम जब जनता को धोख़ा ही देना है @BJP4India के बेशर्म सरकारों से -40019526008783, 60000260049631,60000260027329 और 20 से उपर Twitter कंप्लैन @myogiadityanath हिंदू धर्म के नाम पर वोट लो फिर उनको लूटो यही रामराज्य हैं?? https://t.co/dQRZhSadL7",2041560395484475467,https://pbs.twimg.com/media/HFUUWKva0AA9c14.jpg,CMOfficeUP,hi,,0,0,1,https://x.com/ajayrajsahil/status/2041560395484475467,111023313,ajayrajsahil,78,hi,foreign_lang_metadata_hi,True
2041428042439102914,2026-04-07 16:49:04+00:00,1,"@vipinshukla86 @UPGovt @CMOfficeUP @DM_Bhadohi अगर शासन सच में जनता के प्रति समर्पित होता, तो 8 महीने से खराब पड़े बोर को लेकर सिर्फ आश्वासन नहीं, काम दिखता।
IGRS में 2 महीने का वादा और 15 दिन में भी कोई कार्रवाई नहीं, क्या यही जवाबदेही है?
जनता को पानी जैसी मूलभूत जरूरत के लिए कब तक इंतजार करना पड़ेगा?",2041558890941464621,,vipinshukla86,hi,,0,1,0,https://x.com/ashishyadav1507/status/2041558890941464621,1244058658637410304,ashishyadav1507,92,hi,foreign_lang_metadata_hi,True
2041557757925716093,2026-04-07 16:44:34+00:00,1,"एसडीएम नानपारा मोनालिसा जौहरी की मेहनत फिर लाई रंग

*मार्च माह में IGRS निस्तारण में जिले में तहसील नानपारा ने पाया प्रथम स्थान
मो.8808856415
पत्रकार अंकित मेहरोत्रा बहराइच,, https://t.co/ZjGdP3rvQW",2041557757925716093,https://pbs.twimg.com/media/HFUR9ifaMAAWnzF.jpg,,hi,,0,0,0,https://x.com/Ankitmehro50313/status/2041557757925716093,2030632687288143872,Ankitmehro50313,66,hi,foreign_lang_metadata_hi,True
