conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,word_count_lang_source,detected_lang,language_filter_reason,is_language_noise,clean_text,identified_spam_words,is_spam
2041577937724637411,2026-04-07 18:04:45+00:00,0,"Mr Presiden @prabowo, Bagaimana Nasib dua kapal tanker milik PT Pertamina (Persero)—yakni Pertamina Pride dan Gamsunoro — yang terjebak di kawasan konflik tersebut. 

[ DIPLOMASI TANPA TAJI ]

((Senin, Malam, Dadan, Tirta, IGRS, Andra, Sena))
https://t.co/D7Japd1h50 https://t.co/dJG3NcL789",2041577937724637411,https://pbs.twimg.com/media/HFUkUNIaYAAqNPN.jpg,,in,,0,1,0,https://x.com/YudhaShanny2/status/2041577937724637411,1244292531090624512,YudhaShanny2,41,id,keep_id_anchor,False,mr presiden bagaimana nasib dua kapal tanker milik pt pertamina persero yakni pertamina pride dan gamsunoro yang terjebak di kawasan konflik tersebut diplomasi tanpa taji senin malam dadan tirta igrs andra sena,['tirta'],1
2041575632178704478,2026-04-07 17:55:36+00:00,4,"open vcs cs pap tele wa di bio

dadan andra 1 usd malam igrs tirta tidur
#vcscrottt https://t.co/Hth11QQyjb",2041575632178704478,https://pbs.twimg.com/media/HFUiNnwacAAOi1Q.jpg,,in,,0,3,4,https://x.com/foyrestl/status/2041575632178704478,1942805661840203777,foyrestl,21,ca,keep_id_anchor,False,open vcs cs pap tele wa di bio dadan andra usd malam igrs tirta tidur vcscrottt,"['tele', 'vcs', 'bio', 'tirta']",1
2041572100562153574,2026-04-07 17:41:34+00:00,3,"kakek Metal Slug Mamang Gufron Nge Notice 
roastingan Nonis kocak

Andra Tidur Tirta 
Dadan IGRS sena
Malam https://t.co/nGjdXFjUg9",2041572100562153574,https://pbs.twimg.com/ext_tw_video_thumb/2041572039333703682/pu/img/kcv0pwRFEuTGzplj.jpg,,in,,0,0,0,https://x.com/hitsviraltv/status/2041572100562153574,1591444644537110529,hitsviraltv,21,id,keep_id_anchor,False,kakek metal slug mamang gufron nge notice roastingan nonis kocak andra tidur tirta dadan igrs sena malam,['tirta'],1
2041570375579087040,2026-04-07 17:34:42+00:00,4,"open vcs cs tele wa di bio
andra tirta malam dadan igrs tidur dogiyai #vcscrottt https://t.co/Tw0oaTXn3d",2041570375579087040,https://pbs.twimg.com/media/HFUdbhEa8AMMvl-.jpg,,in,,0,6,4,https://x.com/foyrestl/status/2041570375579087040,1942805661840203777,foyrestl,19,id,keep_id_anchor,False,open vcs cs tele wa di bio andra tirta malam dadan igrs tidur dogiyai vcscrottt,"['tele', 'vcs', 'bio', 'tirta']",1
2041566327031398672,2026-04-07 17:18:37+00:00,4,"open vcs cs tele wa di bio
voucher bonus malam tirta igrs dogiyai andra nabire kemampuan
#vcscrottt https://t.co/9ewoQhReUz",2041566327031398672,https://pbs.twimg.com/media/HFUZv5ua8AIi63R.jpg,,in,,0,7,4,https://x.com/foyrestl/status/2041566327031398672,1942805661840203777,foyrestl,21,en,keep_id_anchor,False,open vcs cs tele wa di bio voucher bonus malam tirta igrs dogiyai andra nabire kemampuan vcscrottt,"['tele', 'voucher', 'vcs', 'bio', 'nabire', 'tirta']",1
2041534781591376331,2026-04-07 15:13:16+00:00,3,"viral terbaru cewek hijab muka pertama kali ampai jerit2

https://t.co/k1AoogcFhm

Selasa Nabire sugar daddy LINTAH The Doctor IGRS BCIS JNJM",2041534781591376331,,,in,,0,0,0,https://x.com/FlatFeeSarasota/status/2041534781591376331,980749756648566786,FlatFeeSarasota,23,id,keep_id_anchor,False,viral terbaru cewek hijab muka pertama kali ampai jerit selasa nabire sugar daddy lintah the doctor igrs bcis jnjm,['nabire'],1
2041534444813820307,2026-04-07 15:11:56+00:00,2,"viral terbaru cewek hijab muka polos baru pertama kali

https://t.co/k1AoogcFhm

Selasa Nabire sugar daddy LINTAH The Doctor IGRS BCIS JNJM",2041534444813820307,,,in,,0,0,1,https://x.com/FlatFeeSarasota/status/2041534444813820307,980749756648566786,FlatFeeSarasota,23,id,keep_id_anchor,False,viral terbaru cewek hijab muka polos baru pertama kali selasa nabire sugar daddy lintah the doctor igrs bcis jnjm,['nabire'],1
2041509787016568865,2026-04-07 13:33:57+00:00,1,"JAV SUB INDO

DASD-621 Digenjot Paman Tetangga Sebelah – Hikaru Harukaze

https://t.co/WhfTzS9y9o

Senin The Doctor LINTAH Palm Sugar Latte Iced nabire  IGRS JNJM https://t.co/LcOYTOvVKT",2041509787016568865,https://pbs.twimg.com/media/HFTmVIWaYAEJsCi.jpg,,in,,0,0,0,https://x.com/cuellik/status/2041509787016568865,697681454885576704,cuellik,30,id,keep_id_anchor,False,jav sub indo dasd digenjot paman tetangga sebelah hikaru harukaze senin the doctor lintah palm sugar latte iced nabire igrs jnjm,['nabire'],1
2041501254468448512,2026-04-07 13:00:02+00:00,0,"Kode Referral Shopeepay

Shopee lagi bagi-bagi bonus Rp. 10.000 buat kalian yang mau install aplikasi Shopeepay dan masukkan kode ini ketika log in :

FF6JWV5WP

Upgrade ke Spay Plus untuk klaim bonus

info freelance job receh nabire tirta igrs steam jnjm dana kaget ten mark lee https://t.co/yH1qQuLNmi",2041501254468448512,https://pbs.twimg.com/media/HFTHV-RasAAXwl1.jpg,,in,,0,0,0,https://x.com/megaversezz/status/2041501254468448512,1967788440147333123,megaversezz,51,id,keep_id_anchor,False,kode referral shopeepay shopee lagi bagi bagi bonus rp buat kalian yang mau install aplikasi shopeepay dan masukkan kode ini ketika log in ff jwv wp upgrade ke spay plus untuk klaim bonus info freelance job receh nabire tirta igrs steam jnjm dana kaget ten mark lee,"['nabire', 'tirta']",1
2041500258518380852,2026-04-07 12:56:05+00:00,6,"Rompi Kulit Custom Harley Owner Group 🔥🔥🔥
🛒 https://t.co/qQMm1FGp9k

-------------------
APBN The Doctor RI di Board of Peace OSIS House Cup Dogiyai thm bali RUN BTS IS BACK Tirta Nabire IGRS https://t.co/lRE8a6om2e",2041500258518380852,https://pbs.twimg.com/amplify_video_thumb/2041499827931172865/img/zlEji1oDazz3RPRD.jpg,,en,,0,0,4,https://x.com/RA_leather/status/2041500258518380852,267060883,RA_leather,35,en,keep_id_anchor,False,rompi kulit custom harley owner group apbn the doctor ri di board of peace osis house cup dogiyai thm bali run bts is back tirta nabire igrs,"['nabire', 'tirta']",1
2041497940284547199,2026-04-07 12:46:52+00:00,0,Tirta igrs steam,2041497940284547199,,,sl,,0,0,0,https://x.com/ductyie/status/2041497940284547199,985947520168878086,ductyie,3,en,keep_id_anchor,False,tirta igrs steam,['tirta'],1
2041493499611353590,2026-04-07 12:29:14+00:00,14,"viral indo terbaru bule prank ojol

https://t.co/o9zvptpLI3

Senin The Doctor LINTAH Palm Sugar Latte Iced nabire  IGRS JNJM https://t.co/6pONeQ8wzM",2041493499611353590,https://pbs.twimg.com/amplify_video_thumb/2041493474525237248/img/HEBCwS-AwZ_hM8bY.jpg,,in,,0,17,2,https://x.com/bobutisyou/status/2041493499611353590,1851147330,bobutisyou,25,en,keep_id_anchor,False,viral indo terbaru bule prank ojol senin the doctor lintah palm sugar latte iced nabire igrs jnjm,['nabire'],1
2041493441834823705,2026-04-07 12:29:00+00:00,10,"viral indo terbaru selebgram despita

https://t.co/o9zvptpLI3

Senin The Doctor LINTAH Palm Sugar Latte Iced nabire  IGRS JNJM https://t.co/FEZ6kSVaI6",2041493441834823705,https://pbs.twimg.com/media/HFTXdCKbgAAXHsU.jpg,,in,,0,22,1,https://x.com/bobutisyou/status/2041493441834823705,1851147330,bobutisyou,24,en,keep_id_anchor,False,viral indo terbaru selebgram despita senin the doctor lintah palm sugar latte iced nabire igrs jnjm,['nabire'],1
2041493250595528848,2026-04-07 12:28:14+00:00,5,"viral indo terbaru cewe hijab sampai jerit2

https://t.co/o9zvptpLI3

Senin The Doctor LINTAH Palm Sugar Latte Iced nabire  IGRS JNJM",2041493250595528848,,,in,,0,1,1,https://x.com/bobutisyou/status/2041493250595528848,1851147330,bobutisyou,22,en,keep_id_anchor,False,viral indo terbaru cewe hijab sampai jerit senin the doctor lintah palm sugar latte iced nabire igrs jnjm,['nabire'],1
2041493205741617275,2026-04-07 12:28:04+00:00,7,"viral indo terbaru anak sma baru pertama kali

https://t.co/o9zvptpLI3

Senin The Doctor LINTAH Palm Sugar Latte Iced nabire  IGRS JNJM https://t.co/THjgwYDywk",2041493205741617275,https://pbs.twimg.com/media/HFTXKWMaEAA0D6Z.jpg,,in,,0,14,1,https://x.com/bobutisyou/status/2041493205741617275,1851147330,bobutisyou,27,id,keep_id_anchor,False,viral indo terbaru anak sama baru pertama kali senin the doctor lintah palm sugar latte iced nabire igrs jnjm,['nabire'],1
2041485577712009628,2026-04-07 11:57:45+00:00,1,Tirta steam igrs,2041485577712009628,,,sl,,0,0,0,https://x.com/luctvie/status/2041485577712009628,1581568910,luctvie,3,en,keep_id_anchor,False,tirta steam igrs,['tirta'],1
2041480816996548870,2026-04-07 11:38:50+00:00,0,Senin Selasa Lina nabire #santapp Ready VCS hijab lokal Tirta IGRS Steam https://t.co/MxWesQZEqD,2041480816996548870,https://pbs.twimg.com/ext_tw_video_thumb/2041480783085625344/pu/img/N5N18XpLT1mQNRzV.jpg,,in,,0,0,0,https://x.com/citram192/status/2041480816996548870,1975288637173735424,citram192,16,id,keep_id_anchor,False,senin selasa lina nabire santapp ready vcs hijab lokal tirta igrs steam,"['vcs', 'nabire', 'tirta']",1
2041454578600964257,2026-04-07 09:54:34+00:00,1,"Semakin banyak jejaring narkoba tertangkap, Bareskrim Polri amankan 7 orang di Club Delona Vista Bali.

Berantas terus pak, biar kapok mereka !

----
Selasa B. 2009 Menteri Perumahan Nabire IGRS JNJM Steam https://t.co/tESwAW11WB",2041454578600964257,https://pbs.twimg.com/media/HFS0HXGbYAAAmN0.jpg,,in,,0,0,0,https://x.com/PakarINTELek/status/2041454578600964257,194582998,PakarINTELek,34,id,keep_id_anchor,False,semakin banyak jejaring narkoba tertangkap bareskrim polri amankan orang di club delona vista bali berantas terus pak biar kapok mereka selasa b menteri perumahan nabire igrs jnjm steam,['nabire'],1
2041453436701642988,2026-04-07 09:50:02+00:00,2,"Akhirnya, bandar jaringan Koh Erwin yang terkenal dengan sebutan 'The Doctor' tiba di Bareskrim Polri menggunakan kursi roda.

Gaspol...!!!
----
Selasa B. 2009 Menteri Perumahan Nabire IGRS JNJM Steam https://t.co/KV34VBT3X7",2041453436701642988,https://pbs.twimg.com/media/HFSzEwubMAAOjRj.jpg,,in,,0,1,0,https://x.com/PakarINTELek/status/2041453436701642988,194582998,PakarINTELek,32,id,keep_id_anchor,False,akhirnya bandar jaringan koh erwin yang terkenal dengan sebutan the doctor tiba di bareskrim polri menggunakan kursi roda gaspol selasa b menteri perumahan nabire igrs jnjm steam,['nabire'],1
2041433295146426805,2026-04-07 08:30:00+00:00,0,"Dapatkan saldo 10.000 pas download apk Shopeepay

Cara:
Upgrade ke spay plus, log in dg shopee &amp; masukin kode referral

QE87XGAFX

diskon info freelance job receh zonauang zonaduit the doctor tirta nabira jnjm igrs stteam senin selasa voucher bonus siang
https://t.co/0GJmU2KCQc",2041433295146426805,,,in,,0,0,0,https://x.com/ceisze/status/2041433295146426805,1969864934852112384,ceisze,45,en,keep_id_anchor,False,dapatkan saldo pas download apk shopeepay cara upgrade ke spay plus log in dg shopee masukin kode referral qe xgafx diskon info freelance job receh zonauang zonaduit the doctor tirta nabira jnjm igrs stteam senin selasa voucher bonus siang,"['voucher', 'tirta']",1
2041425797337292902,2026-04-07 08:00:12+00:00,2,"Singgah di pasar malam

#ShopeeVIPPointCoffeeRP1 Naavagreen Selalu Promo skenario gerakan hibrida awas provokasi agen bayaran THM Bali prabowo jaga rakyat Nabire IGRS Steam pegawai negeri sipil https://t.co/qwOdzHREDl",2041425797337292902,https://pbs.twimg.com/amplify_video_thumb/2041425069520613376/img/tbUoqnI-QtFG20QP.jpg,,in,,0,1,0,https://x.com/bolavita_best/status/2041425797337292902,2019243346741587968,bolavita_best,30,id,keep_id_anchor,False,singgah di pasar malam shopeevippointcoffeerp naavagreen selalu promo skenario gerakan hibrida awas provokasi agen bayaran thm bali prabowo jaga rakyat nabire igrs steam pegawai negeri sipil,"['promo', 'nabire']",1
2041407196932763943,2026-04-07 06:46:17+00:00,0,Nabire igrs senin,2041407196932763943,,,sl,,0,0,0,https://x.com/luctvie/status/2041407196932763943,1581568910,luctvie,3,af,keep_id_anchor,False,nabire igrs senin,['nabire'],1
2041403834665468096,2026-04-07 06:32:56+00:00,0,"Jangan terpancing oleh ajakan yang dapat merugikan banyak pihak. Stop Provokasi, Jangan terprovokasi.
Senin Selasa Pagiii Tirta #Panamá #FenerinMaçıVar Nabire IGRS Steam https://t.co/S70C75KnFR",2041403834665468096,https://pbs.twimg.com/ext_tw_video_thumb/2041403740197126144/pu/img/4HP4d10wdwQ_Rp34.jpg,,in,,0,0,0,https://x.com/januar_ari1409/status/2041403834665468096,1668443048718794752,januar_ari1409,26,id,keep_id_anchor,False,jangan terpancing oleh ajakan yang dapat merugikan banyak pihak stop provokasi jangan terprovokasi senin selasa pagiii tirta panam fenerinma var nabire igrs steam,"['nabire', 'tirta']",1
2041400579658817559,2026-04-07 06:20:00+00:00,0,"Dapatkan saldo 10.000 pas download apk Shopeepay

Cara:
Upgrade ke spay plus, log in dg shopee &amp; masukin kode referral

QE87XGAFX

diskon info freelance job receh zonauang zonaduit senin wanna one jnjm nabire igrs steam tirta kratingmeen freeport thm bali
https://t.co/So4KHdUcsP",2041400579658817559,,,in,,0,0,0,https://x.com/gaarusakk/status/2041400579658817559,2021565281387388928,gaarusakk,45,en,keep_id_anchor,False,dapatkan saldo pas download apk shopeepay cara upgrade ke spay plus log in dg shopee masukin kode referral qe xgafx diskon info freelance job receh zonauang zonaduit senin wanna one jnjm nabire igrs steam tirta kratingmeen freeport thm bali,"['nabire', 'tirta']",1
2041393361819668665,2026-04-07 05:51:19+00:00,0,"Cindo sama bapak bengkel

Senin selasa malam rabu igrs nabire semangat https://t.co/33BcnpM63b",2041393361819668665,https://pbs.twimg.com/media/HFR8cdPbcAA63gN.jpg,,in,,0,1,0,https://x.com/ductyie/status/2041393361819668665,985947520168878086,ductyie,15,id,keep_id_anchor,False,cindo sama bapak bengkel senin selasa malam rabu igrs nabire semangat,['nabire'],1
2041391326533755161,2026-04-07 05:43:14+00:00,6,"viral indo terbaru tante prank ojol

https://t.co/o9zvptpLI3

Senin Desa Bangunharjo Hari Kesehatan Dunia IGRS Nabire Selasa Happy Easter https://t.co/cEheQbeXqQ",2041391326533755161,https://pbs.twimg.com/media/HFRmseibYAAwJnB.jpg,,in,,0,1,1,https://x.com/bobutisyou/status/2041391326533755161,1851147330,bobutisyou,25,id,keep_id_anchor,False,viral indo terbaru tante prank ojol senin desa bangunharjo hari kesehatan dunia igrs nabire selasa happy easter,['nabire'],1
2041391311107031530,2026-04-07 05:43:10+00:00,9,"viral indo terbaru cewe hijab baru pertama kali ampai jerit2

https://t.co/o9zvptpLI3

Senin Desa Bangunharjo Hari Kesehatan Dunia IGRS Nabire Selasa Happy Easter https://t.co/wi59bt9sNK",2041391311107031530,https://pbs.twimg.com/media/HFRmxnVbsAA9QvB.jpg,,in,,0,8,0,https://x.com/bobutisyou/status/2041391311107031530,1851147330,bobutisyou,29,id,keep_id_anchor,False,viral indo terbaru cewe hijab baru pertama kali ampai jerit senin desa bangunharjo hari kesehatan dunia igrs nabire selasa happy easter,['nabire'],1
2040082428648366149,2026-04-07 05:28:48+00:00,2,"Hijab malu2
https://t.co/NKmXEJpDwr
https://t.co/c23zTID3YO
https://t.co/s7SM26fGoN

Senin selasa igrs semangat kupang nabire",2041387694157426955,,luctvie,in,,0,0,0,https://x.com/luctvie/status/2041387694157426955,1581568910,luctvie,20,id,keep_id_anchor,False,hijab malu senin selasa igrs semangat kupang nabire,['nabire'],1
2041383549522321731,2026-04-07 05:12:19+00:00,0,"Masih Lazada44 Sale
panggilan tugas negeri
skenario gerakan hibrida @prabowo jaga rakyat #BernamaBiz Morningg senin pegi Desa selasa Bangunharjo kehadiran sppg #AryaSalokaIsBack semangat asean igrs pagii #TaklukkanUTBK
b. Dual swing Budaya Menanam Perlu Nabire tirta voucher bonus",2041383549522321731,,,in,,0,0,0,https://x.com/jayakontur26/status/2041383549522321731,2024029798541234176,jayakontur26,37,id,keep_id_anchor,False,masih lazada sale panggilan tugas negeri skenario gerakan hibrida jaga rakyat bernamabiz morningg senin pegi desa selasa bangunharjo kehadiran sppg aryasalokaisback semangat asean igrs pagii taklukkanutbk b dual swing budaya menanam perlu nabire tirta voucher bonus,"['lazada', 'voucher', 'nabire', 'tirta']",1
2041362931556954130,2026-04-07 03:50:24+00:00,0,"Pulang sekolah sama ayang
https://t.co/rNc4U7YsVx
https://t.co/PvhcusbDkd
https://t.co/gn4qv4YRuO

Senin selasa malam rabu igrs bumiayu",2041362931556954130,,,in,,1,0,0,https://x.com/_fermx_/status/2041362931556954130,770253372,_fermx_,22,id,keep_id_anchor,False,pulang sekolah sama ayang senin selasa malam rabu igrs bumiayu,['bumiayu'],1
2041360986570215470,2026-04-07 03:42:40+00:00,4,"Mika ruka
https://t.co/XVDtBxJ1n3
https://t.co/Jdaz9Lty59
https://t.co/xQmf6yGV4R

Senin selasa igrs bumiayu",2041360986570215470,,,in,,0,0,0,https://x.com/luctvie/status/2041360986570215470,1581568910,luctvie,18,id,keep_id_anchor,False,mika ruka senin selasa igrs bumiayu,['bumiayu'],1
2041358852462199008,2026-04-07 03:34:11+00:00,0,"Gadis lugu malu2
https://t.co/4gBwMV8gnL
https://t.co/I2XQFdyFgL
https://t.co/iv3D5rS9cH

Senin selasa igrs steam bumiayu",2041358852462199008,,,in,,0,0,0,https://x.com/ductyie/status/2041358852462199008,985947520168878086,ductyie,20,id,keep_id_anchor,False,gadis lugu malu senin selasa igrs steam bumiayu,['bumiayu'],1
2041344728105615450,2026-04-07 02:38:04+00:00,0,"pakai kode referral ini biar dapet bonus 10k

FF6JWV5WP

download aplikasi shopeepay, login dg akun shopee yang spaynya sudah 'plus', masukkan kodenya.

info freelance job receh desa bangunharjo pegi vidi bernadya dilan kehadiran sppg nabire igrs mark lee
https://t.co/WYsRWLEz6f",2041344728105615450,,,in,,0,0,0,https://x.com/megaversezz/status/2041344728105615450,1967788440147333123,megaversezz,42,id,keep_id_anchor,False,pakai kode referral ini biar dapet bonus k ff jwv wp download aplikasi shopeepay login dg akun shopee yang spaynya sudah plus masukkan kodenya info freelance job receh desa bangunharjo pegi vidi bernadya dilan kehadiran sppg nabire igrs mark lee,['nabire'],1
